p1,p2,p3,n_pois,business_ids
58,22,11,7,afmMy0m-mH9uNUxaZZAKpQ|wJAK6B-dmgGrco3KYwvWXQ|swiwJRUQHt79dJ5hqAERtQ|APIhbh-BEr29O7JNrcTAlg|utfAinp69NM4FLHShmxGtQ...
59,5,53,7,Tozj3jTcnclmQKlNViY7SA|Du0waRmHch08QABPLIQcMw|hxPnlWZmirx7neooZykmtg|3eJMsl41qwhcYlvoTF1ElQ|qJxOT7bo-PdW1-xx3nK8SQ...
41,13,16,7,oikYO1xHeFwbLKi4EiRZag|LcdeqN0u-OCql6wiNUktqQ|edZOMuuz6TKNGnsE3ms1QA|grwQ0HSdvZBSUPzHCijk6Q|clG11uOkymL7Rem0PgpgZw...
63,42,5,7,G5rmqJ7nPv04Jm1slaDYsA|4r4B36aNolZKmMi8yZzUww|qCA5c4RsKrT90NYSUlidDw|OnJVmUnu6ZoaA2X4K863wQ|eT89P1EOcc2aRqARtuG4Cw...
62,55,15,7,0K4RwxdAcViifyU3Htzxww|p1257iwsyKj00D_145O03w|uKKRHbXXAIuGxOxs9miwOg|1uH04sUUaBmtHq89OIXd_Q|kfpwO_cdVQdTh2_oMDZ51Q...
28,3,17,7,LvFmVnPSbi0lmgpcK_qw-Q|qTb5bEgZdrwx2A3mNVK5mg|ABr07PGwhVlsnXNDUomNKQ|j1WFr8rSrekUgTNy4NudxA|6eNaNLgDCWsuez7GOLCNTA...
43,5,3,7,MUTTqe8uqyMdBl186RmNeA|fAKJLkzh71-K8ra82xZJWw|TjwWB-ET-qmO2-8bfIHMig|n4alafw1npRmVXzfBLUGPQ|vpLMV6pHa1oI71jYaCVFzA...
59,52,20,6,FJl6LCHbqiM9mvSwDjFAjw|i4ttU3qq_F30WCfzh3kjJw|DRMEopD9Td8OoDk-JWm1Rw|csS_UrBujOvjASbX3gLW7w|SeJbg2-vCsEv5MtbKUs6yg...
35,47,41,6,JC1p7xrsv5HhWPfh4fpt2g|_3SJZnJN4wT8yr4DVNNqDA|MjVcBrJKu2hUePZuj1Q5iw|P9X2j6pq-LBki9AMB0aIpA|FKK5ucMZVKr6qdU_SnUEuA...
15,42,24,6,AkpAXXVmnhHzgi9u51QoJQ|NbOWECn3ilz4gWL6dm5P6g|_Q3XmBesceFqn9Dk-w6tlA|hA74tGz6pYD7IxOxL9NfzA|TJaImyntBu0ebKugcyj6eQ...
22,3,58,6,Z3nM2-WjfX5CMWqdZ8n5Dg|L8oJ1bakGgvpGk958EKSyg|pWs4GHia64vlaqZADDUXOA|ARCGfJ72tw8LW3e44UPCkQ|wN2fnIUzL7VfggfesSG_yQ...
59,38,25,6,mDYwdadADWY4Ln5SZF10cg|hsslqZAVtu093rkguSpltA|0Nqa0zPHoB_GVucVMd9f6w|HCN3XWVqv04fws8vkC4H7w|wrlH33d6kVvLvoxTvG5wVA...
54,5,3,6,NQSnr4RPUScss607oxOaqw|zfn7V7FVH5_J5A9dInfbnA|KQgCflC8eqJU5kvJkByXzw|Am5wWa0v13NZRsJ-g9f9cQ|ZNWox30LIv7hV5k5YP8tCQ...
60,37,15,6,-wkXI95IPxvIJhq2kaeskA|MF4s80IXcLYY9HxuvwltGQ|vFDCP9D0UYsnqBw57Mp8DQ|ROs0p-56kxQL2lgV00c0yQ|JAiOA2A5Fds8ksABI1GNRA...
12,55,25,6,OniYp_RAqBP1s4Wd9_YWqw|khH0QtNyUjcExh9i2CwGfg|NV8fdSx1BHtwP1mC2eedSQ|3gVSrS4kffGGZT8oXHsIcw|SSoN6EHMxzrdQfwf9T74jw...
43,55,8,6,1UNorskttXSWuEcgzKzXcA|CYSPKiVdoPX3erovujnE9Q|vP-qZ48IT3ceipA2vg0wNw|Wtr51cNrv1pYyIRg_IawYQ|OqyaD0hEytrcfC_F-ugqMw...
16,29,39,6,WIv5kTb_P3jnngPkMeRRNw|BOUmrR6yo4cjeDJn-l_zFg|johAHZaOAL3SgeX7_2br_A|zM2FiARffKtAW7cO1jer-w|aPI5KpboojbTqLEMH_oY7w...
56,24,4,6,50MNOCMK3OxqR_VL3Bsupg|h8GOCnAyDZosRfUmW8fe3Q|DRiI7iYr1UNbA8WXDBcv_g|ujJF9TpJGRSx07RmnEmxkA|3I0HYiNaQjHDVGEQbtwL1A...
54,31,20,6,HUp0fqvl0XbZmrCp5FfBjw|na6kPgbJ8c73JELysDrtuw|ZI8RohniCgda_lLBemR5gA|CQhY6tuC5lztz-7uosT_5A|yB2OawAQ_U8qwv7gu1huMg...
36,40,49,6,71cUrGn9enOIIiPtwqp82w|8YzDC_frEdRBv1CZfCpXjg|tpS5qq7iSJLKD38pM02lZA|EEgRSdg7EkrJ_6mOhQxv-w|BB1JmWGwv2RIlSdhLiNHkA...
52,55,44,6,GUNpbcLvHZLE3NpOifjNUQ|d_tRshM-w6S4QxE4VVi8tQ|EzQpL3jNNGlUzeR6n3uevg|GfIk-0bOXYDR8yXZkDCM0Q|HngRiL6Z3DFTDnNsXZ0TQw...
39,20,37,6,MIn4G1dI0iJaDw3U3uKofg|pwIgwyZEBGcJr8k__nxabw|pBikZbHYBCDN-ikjc9n90g|ZTFpUHP8c49fmvmonugO2g|x_NMDVi_xZ6Bph0yuWycEw...
60,30,56,6,5bCsL-Z3QnuBmJQtIt8qyw|Ru1wQXYcrt_itF94K9yJpA|QlWXdAl0XYJHBN9aqqIMKg|cPE7HJNSrrUmeHPtCOzhuw|UhvOBTrHfvGJM4_xhFVH6A...
22,30,15,6,3qm2sG71yvgHJw1Sg22rEg|F13x4Y7Lmv_FgyWUxka5xg|0JkkF-9XPth8ej-MWISChQ|wmVJ-R-kZmWbD65NyWM46g|rCXBILLkjEWQsNpsDo4oeQ...
12,5,25,6,2f3YghoMYzd5-GFMh_kvwQ|ILvJAuSP0sYWJKAQ-Goh4Q|ORmx8v2fWefT1Ka54Up0MQ|JFjEZFxZwBQx7DkmqzCk6A|NKHiFAO78E_ty7xpK_gVKw...
22,47,15,6,31Br29F2hhd4NJJdD-VtPg|xbf-mSUzJc9_8YEZeFIjVw|NiLbn86tt2CTObFqsfwLRw|3TKvav2zyNnyGaHC3MEAow|brBBW8wLh4Q3BXmKtSELCQ...
55,40,27,6,lccVg98PECC-2mKivDgaVg|9P0NX-RMC0V8JPbZBM4R6g|1NjKYyE9lArMil98wTklkg|3woevNT4gDDZWTFf94qlCg|6zyM8TsJAedm1tuQsmHO3A...
48,54,47,6,We57TJLl3BEo2gII0TWVQA|Q5NVGN4Qd_VnyGDvAoPeiA|lhsWv1fxNytmAyuSBh93pg|lDhBIE5Uzb0jZwkEjGvsfg|EfYKKT1ov4SYDBdrQiekvA...
2,55,44,5,hcxea89M_U__LADtu3C0kA|M1q0l_VuI6MqRYLWGVhCCw|tmroquufdrXXwFx1qiXNuA|HS5CfzQ_gOJHgqwtv9rvNQ|eZ-t73r7ETHjyclRB7SnwQ
56,37,5,5,111xH-Jad3rSZBgGRjcxaw|zy_g2wKTNIB7EQdG73_Xaw|Or3e2M09bnuydIVfHDzuAA|JqOS1yDmOdhx2SLopAoo9w|YqVGfM1gx4DmIzxFXPLSaQ
61,3,17,5,6oqmZRs2YxNcIDoHUulMzQ|k1FcU1bwdXXcMohtrAUD5Q|5Gr1_aXcfUhMR1d5ETBuaw|rdu6x5W5k7ChRskiRR332A|hJDMkcbGi--LaTQCzzD4lQ
55,3,58,5,LRoqhFyj55o-45GnoeT09g|Yt9NW4fyODFipz33R22cfA|zsZXZvnQKG3oXw4h7UA_og|I1o7ggb54e6-OYhiyabjgg|krCemrpZvEOrFDhTnROuXg
60,10,56,5,J9Vd_slUuhnyjZi47Lh1ug|Y46_nZxtCaFpOG1GrD9n2w|MX9gdPpixg0drDv8r3hFjQ|rKmDniVMLBN_WS8RaU-IGA|CFxs7aHPs60lgQmSvAkmPA
36,40,25,5,Q2PsfIw2sPKNlkR-0sQBpw|HhaL0aFNFXsxitfL4E7upQ|NCwvtN1oZvLamyOhZ2OzAQ|dyNgfmu0wiQej_ivrxOSqw|4Peac-dIOM80hSw9iqEAJw
59,52,26,5,dAaWxrY4le8xvTMqNjIRtw|6GXMHrB8u-3nq87zE1Av0w|xQE1fuwKCXJEBcJgSSCNbw|PgUoeGam08nCaLWJwrmrWQ|IzTh_D90T7LZRxy1lgAG-Q
58,36,11,5,kmjXUagfPL_QoRMEv6k8EQ|phmaKIR5wp8YBz8VhnKw1A|hKdo1RNp-fKiSVswcjQK2g|FgYpzGx02P2danClOzrHPQ|1qZBvcMWD_p-MINXW9HYYQ
4,57,53,5,2BYieRxHbrxMzSyZbPE13w|mlgewa5y_a_AxVTamXGemA|giUvelDX9OPw7aiF7grvEA|5sftmmjQ6Ln94-qQuGfmww|-qn6GdZtOI-EqDbGq8Mq6A
59,55,3,5,pxmBh8YZ6HLGQfNHvJoHzA|QhgrhVKlXZtSY6gRThf8zA|sJJD7XjnQOffr-iCrbxvdA|W-RVZSGas8B26O-kx5MD3A|8XjxHeV66F4eoIy06rW0pA
52,5,3,5,wB1Tin0OW1JRpaKM-E3ZYA|jEasa4Sbzy4NdLyzPPgQyg|1UNJeHTsS7WS9RxRzHw06g|J8S7cPPlTgsQnXKVfTyN8g|7rUaXU8_IgnOrOMnN7HPQQ
60,19,56,5,THeEPb1SgJLhwMlWrxOeSQ|HVOHC7EyUMYdgV7S6kd0uQ|KGvGSfvlWzurRu247ckEPw|NK0_YatQwVmIFJJyrdNNpQ|p6H295aQCbDJ80GcpqFvwA
31,54,56,5,XhdTyY6JKMFj29PEJx-zfw|XjT5SB3cAzPWKGdjf8MCyA|MtEpw40QBJYMkDTbBBv5Ag|L6TPO5xPUO_P_kO4_EN29w|mdD_JS-xG5EX_QxVGD1dYw
62,5,45,5,HUVLNeBs32cInBZVFS90RA|V_jy9Aemc3kjznqhbsu_Dg|L0c6-mnkcV9fXLk0--dkWQ|-v8dtO9BZmKidXLMohiQhQ|bK0j7YtVyN98UnM_8fUONg
62,58,44,5,7mpYTDb24SywNMRn3yeakQ|OHzX-ZD9qyoeoxR8Z0dlIA|MfKScMsPZfE66VQ1CsbS0A|Lw1gzZZGI2GFQc6BI5zyJw|LkasU7-347mpSm3erAQHyA
1,33,59,5,XBwxCXPE8MX1aMs-zT1-Fg|_tCXepBAl7G8uTp1NDagWg|Fzd22oK4wFqGTU1BmMlSGw|yDS1XXAx43eHuONEy0SS4g|HWunRZkrbkdvMgDsr7_b6Q
7,55,3,5,hGRycT06CnsO1kcNwOc1wg|iWy6Wft0MMO9Ud2wM93frg|osqUOYJ1GR833udf6XCSHA|W06QBC9vkxA5CVBNVrOMRA|1Ck2drCXGh1h5bhc9aIRpg
22,54,5,5,7wzU75S05xSPVIk5Bht9-Q|WiRRE0xFhZ_WQdxe_hnQdQ|7U8PPZ2b2OVZpOBRaw3guQ|uWoLti05-nQk9v0YEYOueQ|ExD3yBY3iJQ0zs-0BhGwIg
14,2,5,5,CHcpcv65XtaGuq4gogzpXQ|I4cEvMuHycbWp34Ayh57DQ|PVkZ_ms1oVj5YKqmIxFhmA|PTn0hZz7BiP5T2muyoxrjQ|HqOdvnCuA5SxRiuf3lNgig
1,40,49,5,10CVsckZKfUFO1LnXfMZ6A|uFZYgXAubtiZejamwYk_eA|wIqtSoKR8rwTmDCbqKHjJw|DJk8xrCvpN9MmG6mQbn0lQ|sXC_lkNFfUfZkox-RdTJuA
21,50,25,5,K0f_P7b6ADQagwunK6YcPg|vWKTTbYHSi2tGA6hksCRkA|O76kDVYNag6w7VJVd69m3A|vFDGCmR5iH34PdoBhTYh_A|Rwirqn9cmt5xhTUZ5V-idw
0,42,35,5,9VV0Qsbwy8Qi5n7nEZZR3g|2oqMGiiziE6qtvgqOb_PUg|buxs43pwkGAB5f8n_1D4ag|42Fn1Qf_bdicA6W0HaoWhg|pj8OvpfQP9SA9zlIJT7ITA
9,62,45,5,SJiPVACkEd6S0v3YrWLTdg|uj5QvIphe4ZWHBTCJRVkaQ|KPyHQaKR7G0tuVedn4y9Dw|dQz8GzXDTllj0XT3HVkYbg|iOKdzs-arrM9Jv4TKz5M1Q
43,63,45,5,4_VDvhKpKSsj7jZYdocZYA|f8Byv8pegvus-Wud_mf0_Q|VC7VTddnZmY6RQoLQd_49A|4zQV6v8TwEYMwI9Ekdf19g|rZkwiLIUO50ozobE0sVp3A
4,57,47,5,9-Lkw_1lfYDopvKNXCgDLw|WaGSdQGsOCYDqRu8FN7Pcg|OeE7CgEfECz0onTTF07xvw|HvcIFoojaEFIGUCWgtu0Iw|D6ITIj1MwI1aZP0X-DceqA
2,52,15,5,u-8sFq05DQ6PYCR5HiKZ2w|5Y7cqSgUSfLwn7ulBeO_sA|eubQohkn22b4IytlVNz20g|X-sCb_2Q46W5H2wbXmlK1w|rSV7D00UpdZyQ4CXu5OWBg
24,6,37,5,PRmGQsldPV7I5uZhEEymyw|Rcje858p_iaK7X_j1dVp6g|pzZpptEBG6Yc4eI6GeScow|zsaDvomuMLe_-Ibtk9sA-A|NFU5RC8-UCzwq7RPHI4UoA
2,46,38,5,E1gf1YIWOo1BgzMUwJtEZg|ggX5HgWTcHBkMU37EgJLig|bzO826Hw3DCuQ5xl3OEP7Q|vxWjLZMn3uzDQyOjAdwq3w|ZDdNEwBENLXBT3jjQD5STQ
43,50,45,5,EAtdpksdWfWAaqh3XdnNNg|zQrVOv8HISzIlwOiZMbwEA|JUiwOZynj3Wid_spJoxUug|9rdEIoILba8wSZcrTLFzNA|tKsawuzB214VPzXb1488Ew
37,52,15,5,H4t7YAtaDQ8bKOW452zSaA|LFOiOxKTB0oDELEJ0yjBhw|dHFEcHJG2LmPBJ0X2cfj7Q|Gnn3GHyNiMHk4A7FiGgrOA|t1eYAQHJXgzj-g-iZF0u_A
17,47,5,5,FKlNp7sCdEIt8_tQ5AzXDg|zCowVbESD9TSMdgBd1HzdQ|BwP0b-WOMiwFlTeVzEwWfA|F8zdcJRLKNrOdGdqP3i3hQ|a16P2HssDZrEEWXHl22d9Q
52,58,3,5,-ATiAtTikuGuqvaW2O6tNA|ktM6aYuzqWd-kA8SIWswiQ|hNlvlGJsTXLJxeJ4RPsaeA|kzy0Kf7z1ucbL2sVbfAFsg|32It9NN_lVismU9tcuLB0A
21,31,53,5,IH_ZeeTh13jQURbh31d1Kw|gKzFir7-U5_sgvCymGPGYw|UaDnEIiRNCyLvrQWE4g0sg|6_LnAQQ0-mml8YgpfRjGuA|EsQZIf_5Typ-plWtOr0DgA
21,52,53,5,jLDwSeoQ_kDQwhnUJQO2yw|pmXIwjsdAMjeW0xyPMRe1Q|bZUmx_CkQkAtFwAVqVhFrA|JofztY500JID_vLJxtyVBw|2gDkEvBPkl-ATS_eqaMvxQ
41,46,5,5,HUikwo_T9mnpgk0M7oUHXg|u-MF7O0mULjBnjz71fNplQ|sYlexNuXRw7L1UDn3P-EkA|Y6hYtsrbY77Gp5eRSLWblw|hVMCo8daSsRGdWaLCym2Ag
52,58,24,5,VwZ5NDbIu3elGQI6MzcXBA|d28lZlSps97FHhXZazJ8zA|rK4MQ-vybY5KXI73o-0mlw|jxEMFqwDJXjCxmcm5t5jVQ|3f-acmwXPLnVd2UKfnk1xg
54,55,3,5,j-qtdD55OLfSqfsWuQTDJg|E_h2yNoagLK-3ODYwMPErw|t3PkHzVTvPA8qRxKe9TIkQ|DZglT5FP5VNDQJU3PuRIHw|T_6e0SgNuKotySgVS8O1UQ
62,52,0,5,iUZEGx29miZObLd6_lt7Vg|LiHdRXlcj0GDm_e97oiwKw|LgAuYz5cQe3zTxuteJ4VyQ|kj3Lyh9KooU8GcRBbMDQWQ|w9_EQB0SuAFYxPMcfY_P_g
1,28,27,5,FKzZU6drY-_TFOPRZunlmg|xp0ZfLeSimsQIe0DNtpu9A|dwOsLnuXq2RthkEN9m3lAw|I5Bbg2aiQGRhe5V0E2DPXg|cfi_6fdO8OoHrBGeHMxzTg
21,29,62,5,ddmwkOVNategY1klPbAFsw|TpaWkW4eazEBNZkDeIYLYg|BnprLJ4Lr33--YjTmgk9Zg|NXbsRaSCuPKbcCuTVHA57g|93K-xlLwLnwcFuV2r2MI6Q
54,58,45,5,Iw8uqNPxviwcgxtruAx_LA|N2kFhCeHWw5B9nxjtkgotQ|D_jS6w2j1mFzb2KoYncCaA|Fj1jToh-ChfAOSR8x4wEnw|vtSisxaozZ7HWpBl_W7VaQ
39,39,32,5,qfFKVxDqFbPtBTlKGQDapQ|ZEoct1bFEAwgE9NDFGZ7kA|2VgdPHszJdhOxzVFBbUPAA|8kvrq98-vEojtSETUsDamA|1rj-epXF4KW2z2U7FGISKw
35,60,35,5,6Tk-1wFyywckZOongs32bw|jiNS6ykXcU63wNgcMHzlmA|m18Iy9ZOZWXA6qvYs65M6A|6bzJ7Hc84lv5rEVEDaashQ|5sC333jexxCw6xhCgkkjhw
7,52,15,5,LdK6Tqr9-QK8eNezCUes9A|QKCpN2DE_iz5om4tdaWndw|2SevIwjgGdDdkIfs3Peu-Q|rhdzgIxt3PikpHXm_QNCew|c3a5La0D2L51qXVE7DIJLg
59,7,13,5,j99PtxlKTW_u5alE4jiqHQ|IrJbptQgdCXC4avPQKeChw|vF_QwGltBpVesMMGclzB9Q|1CCG0WYSoR8ejdgD5-Gaqg|M_EpyAH1CZZVlhxfYBLOqg
62,55,0,5,cNfeKIYIv07oxqVozMbjpw|6c8eIawbCBu3FLp2kDraBA|3CWVOXbotxJjQU2iaEFOEA|R3FDYMQBrMpkUquwE-eniQ|80CuLvezLk7SkkzWbcv1Dg
36,3,53,5,EM38BqTh8q4V4I8WEmOWnw|keX192_3bHKBGneV4GPZPg|AyCgav6b_x0HmSj4T6311A|PNtOGLx7AowVstMVDaHn0Q|OoXGui_Ldn2lDovpUDs_3w
32,45,63,5,c6DUOuLuX8pKVNgKUlZf9A|nlbyk0ueeAvh60cc5Rq7YA|ZMed2YHPduN6mbQUXMIaUw|Rta-rDiQ37MsWGPsCQ_mWw|Z9QsWMsrvOyvF77k5YYuzg
28,61,16,5,rytqWB6v6AAAxZiqy7Flww|b0BEvP8q6y4TigPxigLDQA|-cLmu1wRg6DXCTl_MDo8EA|b-xAMVoLqxw2WEm7EO_UvQ|Iippi8QXGvHycSGaaeQThg
16,11,39,5,eM5CowLA4lGmATovJrLRXQ|Et5_maoRY_BEJRmDfx6ynA|oH6iX_75CnCg1Bh7TeAsTQ|R0hmtwcPsh3EwjE89-H9Bg|Un6UO11mgLC6oRgozaJAKw
4,30,4,5,oiwRXkajqqT4Yq5SpEsy3w|b43LDjgiQ9-JDl0hNvKTEg|Ba8rXjjxDOJwxj48dUInyg|ToabDnA0weGn7M-x7ljGnw|BON1JqGZyG2D1m1Uc9AP9g
43,55,19,5,PW6C4OMpPQ_Zm7oiwNIVgw|hb5-Usnsu2AEkOUyqCitcA|lYjXUWtW7Bv7R_7lmRLp_A|9SqhTgh-8y-pYVfJTA5itg|KHxnvzKcekc-dC_52q1j6g
7,31,24,5,NOPk3f5TedR-fw9HO4VJlQ|O4wZuA6Im9gQxxddCZ3kkQ|2ZSnGlqj8JOWcN2bNf-3SQ|7rStfblbjKIH1q9eDghF9A|j-WKXu1uJbB2AvY09we9ZA
15,49,16,5,RjISdNawGnpjsewMTSGgsA|TUCm1lCkh-usRYRl3U0S8w|eOEjkrby-5R2cdYqzXiBNQ|ex8RrhAhVVexndFhmNfG1Q|-wwhD6SwDOJZlbZkHlIchQ
52,52,24,5,J-ciDDEdIHMcChGIyKZnOg|N4UpSKh-PQNfvk4w1QAYrA|JPfe9B-RLrE5Nz75kcKImQ|ZpgVL2z1kgRi954c9m9INw|K3RURR9lIEE4JjOaPt99zg
60,24,4,5,GIq9z7R9e497A4kv6rGhPQ|RGjIJd0AMKbXoFoLqaP4zA|F7Z4T1VO9hlrnSdZU1L80A|cgSDm2SJONSeXBED2r-cGg|fWMdHjV4G6z8jFW-hf-mIw
60,22,4,5,rAUaBd1BMOrY9K6kZzcEEw|ce69k5JMl4pRF1i-hm9opA|XF3KL8d2LM7nUoo6UsmVLQ|0SGizd7Kg__usThreMJRLQ|tZkX-qmF2u8ROXUJKuH88A
23,61,59,5,CTCYk-k84VA5vCkRgv03Dg|GnCO-g9SyJxnOwFmGpjXng|VUWSMm_PnH9y2XvsgsF_5w|12G2rEudBUiAcFUd5DGhpA|WKVRRb7Oi8AVj4h7YyAxLw
62,58,45,5,TFnGJlA5l_HDdzGDkNTdTA|6x9hcZ1CJ4S9avBgPGS7-Q|G9LZoNlCfRH941q87_JLIg|amqruwbDGCcyu55p2pTjMA|5IL3rTT-_LHyvVJRVNKxaQ
54,7,3,4,nF5QByCz21MY0KLtSoB5KA|B-SiesU4hxIiL7rl7vzayA|RQAF6a0akMiot5lZZnMNNw|_3NZVCWeyFZ1_vWqi2avjw
43,63,0,4,F96zZwm8zAMxUB2DvLkmEA|LNRyU5-qWpJg4F6546a3Dg|4qG7aFq9-45830OfYt7gCA|20gJLt2-gr8MNQG84-K-4g
24,20,61,4,LDDtUQkXaHBv0jySmViaPg|Hz40F0hsr4CIrHGHcRZ0Xw|HEn59vPykhJahGDtN0sGkw|7Jlk2lr-nkxJfHh8JYFlFw
37,52,14,4,-RckAAIJ-_KH0AzqrekYuw|3Hz1tjW2YqD5JPJTe2I09A|phQZ65kaARzcL1fAquR8LQ|I2EK0VsOnF8pFCs28PHPdg
60,37,5,4,Y0FAADX0gHBvUcnb2y8kwg|irFttJiDNjW-QKbmxNDjUQ|LGs4pFZig73PTn-HpsnJoA|FGdxWqLjlTwanru0uWm8-A
21,49,53,4,6LCZLGa09Qifn6rG7-DNrg|FcZxIZcFyJFDny8J83KzCw|7w2mvWBmvY-49MmTxQ-OhA|8OoLxv91ztELwzfvG26xjA
52,29,3,4,GaDeCypnvJKZBbv35hcpyg|y6FxggLj1xnJ0ArqV3UoVw|Ix_88gFalSxSCsz5Fbnl7A|D3se5JzK_90jCX6i7UqNUg
52,55,3,4,7lwe7n-Yc-V9E_HfLAeylg|kVTHnhgYUw-Pmr7wgDB4_g|eoN0GAIRV0WmwUm7FmzKgQ|F00qGEKYhqD43At669lcjw
43,55,3,4,PxEiXqMAzzvp8GFlb5EoLg|ctHjyadbDQAtUFfkcAFEHw|aXr74YWu67vUtWsbmICbag|mBgaPljP3OYkl_vGKTyFNw
57,17,8,4,JyMuR8osIbJKzE2kG9At5w|BNnXlSvc2j-IUzu_6ySuvA|WqEy15tpyqcNpGwjFZLHJQ|AyntLaeIPrfGkTWe52Vj3A
7,58,3,4,aQhn4CcEJokY6ADxUbzTaQ|WdQuggXokCWfYhGylPYhIg|-sTrihdzACrsOSu1FYdfxQ|hz_jlKOsbQT3bsucp670qA
21,5,3,4,bn2jWrB_aXdQP4YoyUVVIQ|ckF4SrqKfSm8ndr88on1dA|HWTq8bdRdf6feY75Twgwmg|jkGQQ4_LgJx3hwPtCFkzbQ
