p1,p2,p3,n_pois,business_ids
96,88,55,6,Fa2RIf4F94u_qWN6TTvrkw|pxZAz8pv18wK_t-m8WpN0g|pWy12daEVhWnYBoQUblV2Q|G7GgIvjuxAe13Y-6Y9acCg|UIvmSmUminTaDY2OZGDGzw...
64,4,83,6,mfpdT5xClMi3tJWh5fdRKg|x3WfR5-l2ZU_e--_NUGikQ|L8oJ1bakGgvpGk958EKSyg|Qwh4zJr8iRvkkv_ti-AZpg|GWsSHV8IpaPTQY6t-F-1wA...
11,108,67,6,68ThEdiK0eWCEgGEmV9Tng|ldr7iDtxFXX-q7tJuXqlGQ|3QpErOK9RfahtAfrKSZYig|mf0OyZ6DX2iKUFIV9TqFRQ|wB1Tin0OW1JRpaKM-E3ZYA...
2,94,14,6,iG6v04EILBo57nFkY_MKpw|2eQYH6noLRTmkKyo0K_Y3w|hXjBdS5JP4M3MQHokzjzkQ|FaLHFj3EF8HbsCkIhysgHA|HKBiW43ctq-aUHdt3q0-cQ...
57,3,118,6,Sve_KZ4fithOnqVm1brg8A|-TTYvZ6HvJESApv1drFgkA|vKLxREcqvvqeNHOVvWw1uw|W-aDaCUUC5tMPj-ynFd23w|M7C_U0ORBw9sMcRa3sEQsQ...
118,28,67,6,hTUSv9wNM1XQXW2b3NEwFA|s-uc3_JdpgYQk0iJr89BnQ|4q4huGL_tQj1XpRB8P5F6A|Or3e2M09bnuydIVfHDzuAA|Mkg2NAAsS_SWSLRgGbnM_w...
17,17,11,6,hmC9CBcTSLc3P1G3UFhqqw|Cp5vp6LVGudRE6WXwVwEaA|OmZVD58AuM-gZUsVaJlp0A|5WqiT48oRn6YHpANL7y8NA|2AfL7nh8ae3nGE9cpGwFZA...
116,28,92,6,0WIlsDUUFuUKcDfJPaHRkA|u-MF7O0mULjBnjz71fNplQ|zdXlwpwhJ4vXJUOJ5yY4ag|Y7GQz75azaE8yEyvzdcGkg|k99d0o0T_qS8-oidI72nfA...
125,110,13,6,eM5CowLA4lGmATovJrLRXQ|x1CpCXik31TwTtMPMcrcug|WqfseuZYHYWrBmQE9Snxrg|8hKi4SyepMGe2W1L4aQ_JQ|8G_S5A-MlOnvqbyVP788iA...
28,116,14,6,0798Us9C0Aw0OCuf9lUFJQ|prUde8GQ1RFv4ShtiewzfQ|Vg48n8Yy0raElvW9xJKZFw|tezJSHevV8pHSXAJKsqzFw|pqXCiGCnd36fKKsnypZn1w...
17,17,66,6,WYrITmacXpS3twSpf6SkPg|LR40dPwDG7bVoIPQM9M78g|8NCYYDGGPtmL4NxQxKUKBA|n874MqUWsFiJ7NGxorBTUg|iiAcJGb2RJEAF1ssvbMh7g...
16,13,53,6,Cv0yn-dxwg9lJVhu4i66_Q|DLoLJPqY-LWfJsVZntJYjQ|8QK0MDPAYsM1kpfGXdWJ5w|X5irOgsp_G-tVjBwzQ7jug|jpTfC8jSqB5i5leE_1SMMA...
126,58,99,6,tOOVfgPDKtt-YauqIIUx4g|CTGvOtbw9dmxtMnZe8FxPw|7zdWY4WhiEsYsSPJhYnPZg|msWWdElOb9eWFgKZw5tIcg|fRiGyKVgVyVe5DtB5mMAFQ...
36,18,54,5,6g3pHoyXeMXFC7WD0rbJMA|8VZd61Jo4WUdacQuRjrZoQ|zSlWMn4h_7tKP7ErrCD_6A|SQ5MGbrVvmI6aC9HvEVFVw|jHzcO9EKlsxjiVHxb4b53A
110,108,97,5,CYSPKiVdoPX3erovujnE9Q|q4AxwoWQs6rk2nkWJuYZIA|bx0nZZkoTtYJUineqQicqQ|N2tq-0lhGucwixmXRHjE3w|F00qGEKYhqD43At669lcjw
5,70,95,5,Udzz7HMuk1GSLjeRAD109g|dwJL0XiFv7EgCts-wjQpwg|cOKIKCLuUiWMUIb6Fp5N4w|D7WsVG8Rwyfj8-UC9u5p9w|qrj59uv5by9NUCzLOpeSHQ
72,93,92,5,HF1YWT8QVR7095r-aLbV5g|bjkA3ustWdg3EsTLRiUNKA|mlb7G66nkwYddPBfldUtIQ|TTgpKmTSJs1w60DJkWlLWw|7WD63dyoVXKdCFb9ly5EhA
70,86,65,5,T8gJyppKf9GWogFTkead-A|DeSsx9UMrU3tfedZbZfCag|cKtFjzhAfd3DT_7G-kNK1g|03cvVjbkCOtiIt51M-MLFg|1-KxvPja7GvoCYVIgxgAOw
17,39,54,5,B4TDjoUs9zAhNKErLsHkxw|liPt8EZuHzf31IBLpZnhMA|Q0qL3w1O6YfXs6PCS5JL_Q|LI-ajMokOWZpefMUA_UeWg|Enl56HI77hB3wyjC7RXKeg
117,70,25,5,w6MkrKwuc3R8rmR4KLl1Ww|3lsE-1hRI526KHKbeytPcg|2o4CRQ-FreATtbnhlLKWew|S_tnVfkq5pHY_JpO5NfjYQ|e0KzISSDK4b4unzirf3cYQ
57,92,118,5,LrCyYoNvb86UiDVXVV6bOQ|BGf313yoWCFJVAS05rJt7A|TWIqq9pINaFTNTc6n4be5g|heOR5Zj2sUNgr0smAFXSeg|Bd8qNRM6PUGNdPvtIcDuzQ
58,70,25,5,0nFhxTqIlkIAJypUkON-rQ|c3bTW4kOYpIjibqoy-5i_w|9M7LpN2FISuihc9Ad0makw|8WGx4nyapGrL0p5sKKgPxQ|5ysISW_Tc4YVg5VbM1-5Xg
37,18,108,5,n6dw_zxL_4cVO6EP_m0joQ|GXM_Uitc3Ep8CvwEq_kpcQ|mohbgbizdjgDiXerm6CdTA|xTToUHfG8hspNEn-tVSNIg|gu7iuTiVwyPAI_S2fwVi9Q
56,13,36,5,V8UrwwjtUw_rw_Un2gjGVg|scZ4wwY8oaVH9qjzosb1gA|lwWBgCvUoKug4Ruja42V3g|A-qwl6bSB-TEFzHF_i5lAQ|8CgkoWyVbwX7D9OMdMTcIA
28,116,86,5,4Mp9g8_Qm69KMHtWtkN5BA|yMpz1drhkXySohWbFpJEOQ|zbKWZatyJcpePDsm8om8JQ|hc11CyeADoC4NhPzStObUQ|OfRbGvHn-nAnQMqNxiIpcA
57,89,118,5,2N_54QEPZiqT_A-kgCLzSQ|b3CpXg9UINn2FZC8CTHqFg|RCBAA0i5IjDRqR-K9DWuOg|yynMH4WLLEj-CGR1BtVAew|fkRIglr-J1XVXJLnB0ZkIQ
31,127,97,5,ExfSwwCB1zQ6ZGd_UQ4wYQ|oqYUDzhTzsw9N_Z8f0Q9IA|_evTKuGvzfQJzDlnf6FMdQ|6wqxuBt2InDipRuUj8BNuQ|1KxvbQoLUSnYlgxzJ3FEJw
88,86,80,5,xX-8OPSM_rp23ns3MlbrEw|aEYewUCI6hHyKOUzXcWLTw|-1yt2mk60wWuQz9hPVKZCA|oU7Z8kUNvOFeMyOd-7olgA|I1o7ggb54e6-OYhiyabjgg
70,127,1,5,48hwr-F1xEFfHdTD1ueE2A|nzGPYlzhmvCxTfPKKRQurg|4t3yeXmkrMaJruCWA0H8DA|WVtg_Jx7OfJRdbnKzT2p4w|lfsVFWNsb_fbeYQenBf-4Q
116,92,26,5,E9NdANM1gVijPPkl1K2CDg|7iv9l8x7nr_s536GiFBDXQ|5W3_J8LPpOQFvfw7Bb-mSQ|8TWIJBl-XCdwYoQYa1VViQ|IWbAT_jOGwJuDE-BAZ1Riw
11,120,67,5,9XpU6r6ATXSWYfbU7kibaQ|fzftd8EhMnYCXE7D76zCrA|JwKs0t30KXFg1B-Pnm5FKA|CPdzdO7YuxFSUOWYhqthOA|3Rn91lErljcpt0sY31bXQw
25,73,25,5,7lwe7n-Yc-V9E_HfLAeylg|GUNpbcLvHZLE3NpOifjNUQ|bfiO0n663Ej36svzuRuVtA|GpEEc2ErQ2TgQk5sGYx9aw|0sb5sHF_BNcUzDxuia-D1w
25,16,25,5,mDYwdadADWY4Ln5SZF10cg|hazgheutNivLCKWRGDzVWg|XixKy4AoVb-sAljtEeKALw|g6vwuA7KlRwIolWgDiA7_g|3ccAyGhQyN7XOcMNWvytYw
48,106,35,5,96752mk7VlAUtWg8o02Tvw|E-zz8gs1riWX0r3hxAn60A|x4RNE1fteTY75XJCr9phnQ|5ITd9Bnspp8QteDDXs3ULw|J0axQzhoWD6A_iHoW5Bi_g
66,108,65,5,zXgksmhdzgL4Xx5FylbP3w|tl5dthD9F3vGCww-N9kSVA|sTPueJEwcRDj7ZJmG7okYA|ZKPrXH_GNW_AtZ31tP3NmA|5IL3rTT-_LHyvVJRVNKxaQ
110,70,58,5,fnjKM583kumn7z0Z00Rc9g|B08ELtRljjxnefQ3ayqUZg|_QqLPONYQiUu3u7VsbYhQg|p6eqb3CSMuMPmkkVlLDhpw|h7Tt0R2PmopRHJ6oZonuDg
79,4,96,5,jW3DYkTscWLXCNbwSjRVtg|WedpQ8jjdOE1Xa2FnbL7_g|VQbl-K88JGWYQOUrYo1yAA|HEn59vPykhJahGDtN0sGkw|lDP3TVmXpAk2JU_W0siPuw
111,106,53,5,dE2gEdVmQNgLNkJAoiGSZQ|E89UTlNjtofPbRnn1mICrw|kqztYYLbRz_PkS8SMrkLyw|qPBf1UrJeuMNy2EvBlGThg|3p2XX3lfKPKtYWCopERzzw
68,70,73,5,TywTBjUpo4J3TXvBtxG1MA|eX3njv9GEPmr18YKhizBig|FOCh_0eocG1eI8bXvxCO5A|8ueey6KW9crymWsjjFLr8w|V0DE3adlCc6m3t-yTxAg4g
76,110,65,5,RZtGWDLCAtuipwaZ-UfjmQ|UF436Ju_UY0zuE5RNtYW5g|YaLKDgS_zIYIm6jkXWCxgA|X0Rh8PEMSBzyuG4qRiHQBw|msQY4av6Jqr0u0oodARXyQ
11,108,104,5,ajGUFDANNSnqUoLvZPCcPw|sb8-TzsXOV7IsErbpHZo3g|gLpp7kjR9Zg6ypG2lRjAYg|geEGL5YODdRIoIYfFcxVPA|lSZEa0IsVPWCT6Ym9NF6jw
58,64,62,5,IwjkFCbCyovE72tT2ekr6A|k3SZAPbt-Kt8lbibHK5pOQ|D_jS6w2j1mFzb2KoYncCaA|-b8iNhBez0hRu478nIDhyg|M9QxEIA25mnHHxuturwM_g
93,70,1,5,mNu6xYO2bn-rvacN12h9WA|k_eKYlkhI11VGzb5RxHmOA|wLMKPkH0t9kN-RLIJ26ORQ|-KoF5X8toS6VBY3DvNeuDA|xZpgV4EKF1DACo__pQi2QQ
118,4,67,5,KyupDWgHg9juUPvQrRKDBw|F7Z4T1VO9hlrnSdZU1L80A|auv2bdk8DGvnCo70B5JZkQ|rw1ILpG1NZ2bqHFLRpuRqQ|fhO8Tcql9zGIjL6gEXlBQQ
18,2,92,5,J9Vd_slUuhnyjZi47Lh1ug|Y46_nZxtCaFpOG1GrD9n2w|TfKROigrZVOPbAJG65mgLw|j3yCJo6tcggWs_Z1-cZ1AQ|J0jCMhGSKiaYM7rmxSnMNg
83,68,24,5,qiWuEwOfZDhad1kdyCDAIA|e57HVMhbHJ37nQ363YAaYw|sAEf2gPg15otqUS198Ilrw|zZo62mlKnFgerNx1pXq7Ng|RL1mug4X2HghyPZwkd8lSA
110,110,97,5,u7_3L1NBWgxhBM_B-cmmnA|gKzFir7-U5_sgvCymGPGYw|sL6fC0P4C-gyL4E5gacUeQ|H_yVbOCHTEocWeXl6UXkIQ|TPXPScI9kvWsO2i08skxaA
48,73,90,5,kEh4Wk13q12PEbjiYF9CBQ|mTQaqMlwbYivhRdSZqKAWA|n_xMTs22D45IK8g366L8Kg|WhQbZWc3it5ifR-pWtjBag|lgC1gyLBWD6yEU64ozwZJA
23,4,45,5,HYbQulTlnV8lButMp1kuBw|wDNMIOy1Y4HxqeD8cBjfrQ|Eu2wjbfHBUfXgLVDq5NrsQ|VENNs0SdMEh0JihNsgu0_w|CHvHjQWozGQiLLuTYj0W_A
5,58,20,5,a-p-n7JMqAtF133Ckn-DYg|gj-mUpQbqBTmZEglSRlvZw|h2Ap7CLb2cjM-cw-fEA5tg|E_EJIx6Qw74r6clNeVpldQ|3YCQH1QoDjnTha5S7tJtlw
99,49,54,5,pbHUglsehzeP4hPZX3IoaA|dITkxWBe92OzvXA2kJWz9g|YtMgMdZfjlK6ogDIGiOJSw|iakga716_hy0m7svRNCLSw|yrO3kYVPv3vD5fsE7dcMWw
82,48,83,5,7-fvaCmEMOZ4hc6wMJoTcg|4_K8IBzSQvBkWJBzoTBz2A|2_Uog4hABJRkEqwWx87vaQ|s3SfymhlGFQGh2Z4OnwF4w|2c4z-PvJY4RvPCDxaUsfpg
78,108,65,5,hUX1yAimviBIhb21D_KtcQ|E_h2yNoagLK-3ODYwMPErw|LiENf54-IvO7aSSI_-j_Qg|4tU9hlfzrCpcGWTIm-OKVA|sy7ADvpBA7SfHwbY-Y_5gw
98,82,1,5,jQdPQ4WdwCumO0qgst6JKg|A8C1KXkiKSZytzo0h-hgNg|Hv7e5Csyo4pfX60JtBPj3A|G-W4bF6oQblDpmpDj3Ft7A|lFs4LIQn_kbsLozQzk-4Qg
91,18,13,5,3LzUSNKw29s6NEpMOfkJdw|ZWYup7u2YhhY2JeZNSuESg|yUqps9Ws3kVfkJbN61xo9A|C7diOJxxEOJyGOc41PWPRg|eTx3kjznjf4PIgRcTvn5nw
57,28,118,5,N50m8S0vb6sx5JOXQjKNFA|9wvOZ7ADt8gidMPg0i4wsQ|nW5pVwaq1caliZ5Co1jQmQ|_9uiGqy52H8Fx6OY3TwSog|QbNvi4NDzGSle2Wsp8Bwyw
127,93,84,5,6I_DA3uqOox50rBvjrQ_-g|n4Ns3xLRhpkRwglwiQGKVA|lxIJfx79uxpR27Mly3lZ0Q|Kg0gJ_3lGToLjuXrLY12Ng|0FMOvA2Noq-gieWfnXB7aQ
14,26,82,5,QMSevKu2-czkn3KjkvQOsw|epemZhgcKNa8X2kKUpEFow|ER34BPikyAIWcqpIpEgUFw|NmzGFQAQBZOSL6nY4dXfPQ|sdfj6S0qzV5bx3FMDJnGIg
124,18,81,4,icp_IKE9zIkAqAucyS1vTA|9sEzWuaOicYlbp9a6A829A|ko4GlJ-DPYKbGs4N2YkX4g|fSf3TliYT-rprh3YDs4phQ
86,111,46,4,u4qdPm5pLtrcv5tXv9qhng|GMQew93RTcPVK09i5AVXiA|O9c2AmdLr-6DHdywEUNxnA|MHBuGL3Xo4Ud6kf8yKPYZQ
91,6,96,4,dP6JIIOG0fVZV96JJCEwgQ|uFZYgXAubtiZejamwYk_eA|-Xbd9fxhkZtKVmIUi7me1Q|xU3imh0Rxst6D2Ctd1AJHw
70,18,39,4,-CRjqZ4GxZ6lIa_qMj7-yw|csBftms0brareTQSFGwpgA|Ml4mcHCnfJPjKcFv926Png|YsM1qDjivZvf-T7BUxS35A
117,108,25,4,-ATiAtTikuGuqvaW2O6tNA|6x9hcZ1CJ4S9avBgPGS7-Q|kL98j83h3QFUoSBBevCHOw|rZlmMVYGaf1q6q0KoJh31Q
53,6,83,4,aBIKSaj78U2HLQCH_vl-PA|DGY_XF6q0_-I_zQoeewlMQ|___UdvaxCnwsQ7nA1eKZAQ|YrHkfX3Rngx4ZTR04wb9bA
94,13,53,4,nAgklYYG1ePyjXqe18QNRQ|QsqhsD5d0dMxYoK-ciTgdg|MJL8eYCOYhvYV1QPmgFa1w|zBfhupE2j25W26pnmWgMmQ
108,108,67,4,7J81xJFlMM244_f05k2egw|9Mm9xvLfiI72E3Inhmn82g|35jNPbB_-8oh-LHb9GEIQg|1Ck2drCXGh1h5bhc9aIRpg
80,12,100,4,VBBIPqGtWzZRP6pA3F6oHQ|Q61bxdqtRdTyxNPhbgV6Hg|ZSO7isM9z-BkHP0kyE7Tzg|qeGoudzR2NO9KtLdmSHtpQ
97,94,14,4,JeYdY2_Dgj5l4sYikntcfA|z5gg6k1uOEqTU7zrlN7OLA|CIct-LkqAJo7dqjG7EsNHA|4lwprLC0sYS3isHe3_qqyw
17,39,96,4,he6ypFmnUF95PlNUWT6i5g|bHzjGwIksxxVhV1y2v5f7A|6Qec8Eb45V_7nXs9Gpvz4Q|BsRbHnmuO1dUfrbtxpxdIg
6,2,1,4,u8ZsK3py4y9xEOk-vox2ZA|G5kg0wEuDk5eGdS8Dgb2vw|JlKaAWO7yHAJXWGcMQ3ZYA|006GkdbyGrW9rs8jBSjokQ
106,0,96,4,tThP9jkCZHTrFvwEhGeKzw|_l5ePCNk8mJXnEPtNQP8bQ|o3EJlCFeZ4Jneis7dUScSA|raSL4fsUyZHUNMH6kTfPFw
83,78,65,4,_IYHl6J9iB3lbeJq27pbsg|dm9UbH8XPAP6735lHRYILA|DVcUOGr69wMY8-8n32KqsQ|edU5K_QDvydTbWr4xfCfmg
46,31,117,4,TdZVG0J41V_uONOvDQhtQg|YWI4lRnWY7-dFBAei7JAEQ|oZQi9ydIzDd-ly8eootTFA|z5elz-by9uvkQL3wmfCDpw
103,72,96,4,4BHfe0N48rd8R5gMOI-4ig|wWAm80RMprporgLGK1OaCg|rJvdnDnATyYo9bOKzdn3lw|X9iI5xlG6DDwwXESWgD9RQ
54,76,96,4,_F0tnw3UMFPmSYJHhGaGRw|voWJKzJtD89HUAHEi0Kotg|oyn3kA6HCreBhJm1EDhrCQ|saBJrl6wB1zjVGNeQxj1Pg
30,4,83,4,Xbd1z_fOq1M1G6uD7yajEw|yVID1jUqQ5W3FoHF95D9DQ|WMhwDub5KIuvGCjXH0fuVQ|JHAfVAOo51rxW0Hh9XGxpw
127,31,123,4,BAaU9XVWHtSYU16BxdZERw|6W6qogKV7x6hdloEo9WC8w|wXx9-VOaJbkZJze-W50euw|E60KIzFHO_lzWQwN6rIv7g
14,110,15,4,0lGN91IoLe02MtEu9Xtf1w|-MkngKKkTIVfnUbq2S1ucQ|fT0lXvUz41XaZbgtSMqTKg|o6jgjerPGnQQUUJZtqPwWQ
14,18,82,4,nzMsAREnsFlsCHsBUwL2SQ|shbtvcGnl-PEQOpffwYq-w|18kkPUHXsYj9qfMtiLlgJw|LFmq7ZPuuTybUXht0n-bVQ
68,71,25,4,lPOS2nfG4TuOFQmBEOiNwQ|92dYGs4_P_9j6cKle7E2Yw|L-43PIGGgYV6BoK-GaW4Vw|4rG4tJF2EC2CfYvBu_uqpQ
87,76,98,4,hZrDUZmR-qh4ZLIvHee_LA|qmNgEkCHUP6Hjg233Um34A|u1DCxkcswVHB-RUsPeDsxw|k1shNGktYpVZD8zYWsm6Rg
14,11,96,4,PmASdGXX3XVokN2q92JIXg|kEeM1rPVm2npocfdyT_0ZA|CBcqn-mhXgWfZIreUWHTYw|7pEK40Lzs6Rkz8O7jfNsmg
124,59,34,4,xrUtLEFyxzfjflTC2nqLXQ|T9sdnqG0AnXv5xkVy7b4RQ|BpIwDr5mG6wG5-Pxu3yxSg|4XbCxF93ZK2BwhPbiReyLQ
56,63,67,4,e_nJYz42-ZKvHGtP7j1zPQ|T18ghUpy5mO3BeUPFowNLQ|b43LDjgiQ9-JDl0hNvKTEg|CDG9wwQI-miX2Q7mXAgPLw
66,122,25,4,MUTTqe8uqyMdBl186RmNeA|bZ1Q106Bmt6tR3Y3yiAADg|h7TO_IsmLCYmKKDVOOIeFw|pq-vWtG-d6bvzCnE-dKShQ
73,77,118,4,AAFofLiyt_K1Ar_eEuVc7g|QMHd6Z2djm_SBLzGhLvFqw|YGVBacpj1YW4q69hlYKoVA|8XtpIfn6bjrzKQraKuZHEQ
13,18,1,4,y9XVl5058TPjHcO6O2HBaA|HDFpIdD3BFYrrTIJuQTnVA|xxEHFHP76kpurV_ra9YGHw|MGKqN8FyfJEuxvlZHzsXRg
19,86,45,4,EMjC_SpCgx8-UnjrBVRylQ|YTQGRkfsuejgq8zRWY4-oQ|eUPf2XQgiZEVRO8-5RrSng|Tb-TrnvMd0iSA2AMHLyGEQ
14,14,82,4,BOUmrR6yo4cjeDJn-l_zFg|C93hmXkaRnej-jg0Z0ilhA|7HP8BwbzQHvstBI7rAe_vw|DBSsY0WloqbYcPcDJWeKOw
47,110,84,4,LNRyU5-qWpJg4F6546a3Dg|RhP6pzh6AikgrSODRHS0EA|erz6oUEJdx787WyOlxMARw|JtDZvV3HddxFnNdrwrWh7g
6,28,1,4,RTZOK-U_IrU6EISGjPzPCw|jcQVQKQNLDx3LJ84lk8S5Q|xQWamI3Fu7LjAp2BQFURgw|pyZXqpMmAJpMd8-i0GMBQw
36,48,105,4,Bmyp9E2iedRAjv_oNmFVsw|Qhi17dmb6XCvP8axcJMYGA|nkoAfHmdc-YeqX_iUcby6w|e8jerbHMWQ1JSYxKtXEt5w
66,108,24,4,ZYRul0i1bhOjirHED6Kd0w|NUJrCPU51Cvip4ayZD1P5g|vq73W-SHrwBgXzQ__0yV2w|5hvO_zH7B1n2humawoPHrw
69,106,53,4,Lk8Xi5ZXCQxLg5YaCfF-Sw|Z7duGqAsE3HLi22TYCEp4w|LoIdYUEioSoBCIefdx_qoA|oeoprMH0TwckGNCW_L-f_w
118,6,25,4,X_OnAUXVGHjyWP9zoPVLTA|GzWUL6ctJJnVmWuRzQSLBQ|dqe-f0X43pNhCO4jaFka0A|7zzMf0VwD51K7dJjZMf_pA
1,33,81,4,BCD8RVEE9kL4gnSyVLKNcQ|SFyVN0ysLZ39z1pjOqVcAA|8iE8NiEwXw46Agudv7B64w|4PCwGGG-koGifzJfim3mtw
40,76,50,4,N2mQaoGB2KZBh-kL74q_qg|IEQ5GMVDXat-yOI4Gf8TLw|5Wi1cFjhMWAXukhgGLiPaw|ApUR_5HxygYoSXgJU2TLHw
122,28,80,4,saYkSeIquHi26AtRpl8atA|_AGmdAQxIjHiqMFCZC-Uaw|1RlXxjxXcWUEkyKzQQpUVg|-knsZfjC1tulGgNQ70NNGA
17,39,11,4,hlqnFy34n8tnVNMq-pO34g|O6PMDDhKMNmvq5cox3EQ7g|t53GwxrCdm0z29xrYUyQYQ|qt-lApHa14LT6Jqpq0J-Yw
95,111,46,4,EBfSeT0IobgzfcNWhMev-g|rIqkOMxkeoqvUzl909gNmQ|RlLS1Z76GTXh2cjGAdLaQA|17PrL-uGEg4kPvxZpYe00g
