p1,p2,p3,n_pois,business_ids
72,57,8,2,PQpB3vL9HeqaPsqzJe9JYw|iWq0hg3GweTIlPuqowOwQg
10,67,8,2,SVDKFJCjkWXhksm2TBnCVg|hrREl74OU_ylv6zn0owuKA
48,100,116,2,H-1qpp_77KggOAr9htUrEw|j3rAeZ9rnUwEDEQJQ7OWDQ
45,110,66,2,9TWa1v7HYomiqdbQJbMS7A|nvf6-sDvid-D-NdvOXCxQw
51,96,22,2,-NSoqWG0CJ6peD2Zg3hBdA|FkKsoMuf_AtPyKotYJn5jw
72,95,75,2,0_DLqOBCtgcScq6RRtfa9Q|bR9OAvboM9GQLS8FVyHbEQ
63,100,124,2,sxuv5uZU15UHGT_HB1xYxQ|pqF3WkYktbR28uk2PSR7Rg
44,29,17,2,8RlO6NuhWzXktp-1croq5A|r8tU21scBflMxWiBESPtRQ
7,28,125,2,eQJAGYA3vNcppaD4CB6WFQ|CalX7-3wkprpS5dePcS9GQ
19,54,59,2,8yeGQZDoFg1IGHzPTN3yTQ|Nbp6qquQh2MOaVE1HFQafA
56,58,124,2,ks1BsT_1dncllU4YM7C2Qw|bp482wqF6v80AltDNlPDfw
88,29,6,2,2h3SEwpI6fiuTF9mcN1S_Q|LwCcNUqX-BEMBd6Xj-JlvA
81,5,76,2,ukfAtVvdBD41s-yJ6gOx3w|aZF_j037W3AhvKKbXGdIQw
8,66,116,2,GmOfZHgU9fm75f1nmVZnNA|0IZXL2vZEAkfBpiVFUu3Kg
61,92,17,2,PZ-JJDa1iZRQ5FdupIwJtg|uTM5frkl43QasktcP2--Bg
64,58,75,2,2RtyOlU9mwyVisvgOECaDA|VOcGcN0bvGU_nzxbJgR5jQ
1,29,81,2,uGo0TCVNOcDQxMArUU0Jrw|RdFgbrE_8sf6NImEMopaPQ
42,97,27,2,sct6pVdhIg7Fpc3zE7eA0A|Ts16glxcNkUxjTIstl3fiA
104,58,34,2,6TciI6uBdrd8z1av1YleLg|KMBCvNByuzXlPoNzHeBhZw
65,17,125,2,6aean82jIEp9ScEVowVJMA|99hUWV3vPK1-lLhJ5whhEA
80,23,85,2,LszNNWHn3YiQ0XEtXOkaRA|-AAODDlBwYz3Hcc5NpdN2Q
52,42,75,2,RvkVcX2QXMv4E67j68r5OA|VWyHkQqZNj8wwO9XeLZj2A
35,58,35,2,Iy-wu0TDX50r2DlgbOwAJw|Aa7K3kB9NSstXVeoWl8BDg
117,108,94,2,k1XGvBoPAXdPoGC2W-f2aA|PgtqA056auCp5EbcZMbXPQ
13,56,5,2,srecvLg5j5qOzwZBBI9veA|DxxT34IDNdEL97P434GNVA
51,72,124,2,XDe-D-EVzypTmpi57WoQaA|LLHHgNqlMTgNnAhQrX0XRw
50,18,111,2,KD4cm1qiKPKjhFOuxPvqDA|Qa5jXmlEni0bclkId4d9zg
22,12,6,2,XgehM3pBZWuXi45J2dqRJQ|YgbIbmfDlB-bZSsjuIfKwA
61,58,96,2,wodgsZpC3rsv4wK52cvBoQ|QvhFvOAnOEtd6dy61BnC9A
87,102,56,2,ep1cG1prDjcAGZNFQIU-rA|v0O7QnfU6yaO3RFu6pkM5g
37,101,96,2,LuStq56g1xxETv_adQKvpg|LWDY867RNlZ54qiBGaW3cA
123,67,96,2,281k8u7ji3-amp8keeQlkg|MCTnEaQ18LABgdS1MiH_uA
124,35,110,2,_ywevgEtI1SpZBtY3rILRg|c12V0ARL6jmrmge1ZPf9WA
22,34,94,2,8qGe4GQYyZstFhYa0rvpIg|wUHUyTrOpUcTVTQpyZFo8w
64,34,35,2,bLnC1_-Kd_Z5qhHNQXCUfQ|PHSda9zEwtFicCICD6TP1A
104,58,17,2,RW3nH6Au6pSCWxJhiGY03Q|CziOtnFSklimJnBgksDDwA
56,108,6,2,uLRQINpcDXof3b3QowTzfg|CUWituEeIX3xA0xU7X82Ow
123,67,75,2,o35e8x6impZfp2_apKwKQA|7TJMrko-TXZg-qoQ3lh1yw
81,6,14,2,uOte7oF5VyViW2hWPhjYWw|L405rGVfJl3QiJM0EnK-CA
12,110,96,2,nNHadJQ0ks4QG7vfgVkfYg|Jj89pTJS8pGE17lY2s6EDQ
63,108,75,2,PNVbv2kyUIHeJTDPis2gRg|SsHMgOW3TT48Z7jeV5beqQ
48,84,35,2,MG0IlmvAILSzRE4E1gk5hA|dvs-RLII_zdcxfjoqOFJzw
25,58,96,2,ejqpFQ0dwO7AZhxTO9fySg|Ss6f5v_t5Vddiaz4ZOxL0g
108,58,6,2,yFHFfDAnnrO6JQY-AgTgQw|c0v6NqG5Fo49Nq3DiEef5w
111,96,125,2,VEsb_ByMJkuCEDURgfLBDg|nIBrKn8Rgoj6787Z13UIuQ
37,71,96,2,M3LZKA-tVFRJyPeKA3_2OA|JxVPdQrAac7qNUnwse7xcw
104,60,51,2,E8tiSAB6O4TPeVdKR0K5Ug|m-EfDi7UBwdiEBm7NXqq3w
77,10,125,2,zMBRkUqig4kXaqS78DEb1A|YL50DFkSKhVFyfKZgYQA8Q
118,120,56,2,vdc0S3707kLvAO7iAhbp2w|VAZKktsNjkBx56jL0SrlWA
124,110,34,2,_o3AtnA941ClNRa8Rx7c-A|VUeRlNoPfxywzNxWHU2Tig
35,39,8,2,eWO0JDuHUwaTaT_bDMPLRw|s77T7lMCxx7L6kNwNgtJGw
92,102,6,2,7zz_RsK5QcYGK9FWeHOVzA|PjdptzCf6Ep1J8N8XCdvXA
50,61,23,2,JfXYFsOEElqn5ukwDBml6Q|oYireVavpwflbyWes2BsqQ
48,29,34,2,6RBZfirnzE4NahJTn1UPNA|qnv_h-O1DzaHIL1sKrI-Yg
56,50,105,2,4z2Frpficc3NqHkGfpMXJQ|NMnn6FJkW802ldqdgScVxQ
32,47,44,2,g4mMCXlK-P7tVpA4AYSdTg|--O3ip9NpXTKD4oBS1pY2A
86,107,81,2,gb6g4-ew5AD_YNy8weQUQg|AnXojlgb5m5R28VDyYIqag
34,39,44,2,tj9pEVtXyjY1Dhc1u2OuVg|5hHkrYVgGlUMDhz54H-YSw
117,108,96,2,lu2UpRHLBZfvLG_caNEHKQ|DOfiulOub9hVPBCtiDl9Fw
95,29,17,2,BaWVwChTW_MqkKru_WZp3g|c1oDGw0j9-Lxus_Xs7go8g
117,85,96,2,B3kpvT4oLJdQmU9lPnxdKA|Aes-0Q_guDeYewMapFs_vg
53,11,9,2,rpVYn86FH8P8u2DLLPnzYw|6bbpLqP90jEcJN5QI0SZ7w
15,40,14,2,MWKowhzHQ_scqnJEqAUYgA|gkwSfsu1bxyTzTY3XCW0DA
5,51,43,2,VGFX-c2UCC4ZRwztCE1nzA|p6fE-w8UbM3hvAbCMd4www
39,57,44,2,MqiWE_eJrhrJfRZUDXZvmw|Dz2J8mgCNUnNlgbD0L52ig
41,87,125,2,wSrZ8Gz_pEWf96rj1KuahQ|HSwkSVwyEFxqBWqefWB9HQ
30,34,35,2,Ak_vHsHsYRP928VHVRL_tQ|NnAfFmqKH3PBeigmuAeFNA
0,92,17,2,f4M1B-FhWA9OYZeLqgsK3A|x9RaXVw9gOhpetHxhN4Rpw
80,22,6,2,13UbOVDFdxloxaient5XWA|_LHkm-m9a_IDqfqfdWggHQ
67,39,75,2,lkLTSknBEvbLGwwc1lQRlQ|PvCCwun_1sD5Vg6GDguw3g
20,110,38,2,pAaK7EHmzwxm55T_jHuPjQ|rhPB2yjB9cf3yJAGRmTKzQ
104,84,75,2,Sa1G0j7YGs0mSa-mU4tvgg|ebJav941naDgngDP2EIRHw
56,108,105,2,IQPsL4ZKgYpvuN0BJn_yhQ|7Bu1EQENC0M77VcU-jxATA
48,100,96,2,3bZADX_g9efvqGXaAY7Kbg|b5hxsRw76UUXcotxlCipuQ
86,7,81,2,2m7Dm6gmRI4_mFJX4xg_Nw|Ay6Xze_MucPQFEjBF3uEtg
46,63,22,2,t08G_MSwHGMBUlCp1I5BUQ|AGtZA_0tR0erViKGTCGtQg
13,1,43,2,h1dIK5GAF2umsAj_63fBcQ|hiACqS2wK4OL-add300V5Q
98,10,72,2,KMuVQ8E4VIhdjwDo5jPPcg|NfHhm-3-zyeBBBwX0rNonQ
108,58,124,2,Y9Z5B9R5QJH2sRfqtYzRiA|0wVz8BGSamXuxxtf_cTejQ
69,29,124,2,ZJ1rSNQ49v3nbG5qWgwojw|bBA62rVklEG2WUnvi8RtrQ
35,109,4,2,qnYAS5YrS5Xt5LkRMEj4EA|SGZ6GdsB25VoVqPTEAB21Q
5,63,6,2,CoILk77I0S2x3w6qWRPqbQ|DuzZ68TZWlQ3mALJZ0ASVQ
16,13,94,2,-JvB2PUfqNRjJZRgRpvWGg|x9j8foV5RoVN_DLZOrVdhg
18,110,82,2,OYeD1t1aFvsL1Sbd2-LhdA|ADXXx_SZHQ2VshB7EX-S2A
3,30,51,2,yw3vRR7XLIjEnlhMnVzR7w|aOVpnuzdFEIp87NpGyNDkA
11,105,105,2,yHaOK0vAr1IQLeWb2bfBgQ|tc5K4YpRRZyBHG8a05Kgbg
37,125,96,2,6u9TA3pDjNXaZCQ2f2RbMQ|NyL5KAn74ZYlevPBkTYPlQ
63,29,75,2,-8iATYRnN46Km0_-ldx6cg|Btm9ODncqCqYsnpawaHioA
69,29,17,2,RKuAfE06rDcetvOTI5MbbA|fI8StEUxDaZYWiMss8gS4Q
59,56,94,2,UjRfnT_EuZoz9bmzX38mSg|31Y97pzcMaVYqrAB5wU4Yg
20,125,27,2,ewFBNKZUvPOaMaeWwWfwyA|vzMtGOLUpStS9aBhsCcrMg
55,58,44,2,jLn69WQupjsDKrbPw_nlGQ|8JzURExziDYuCrd7Ve9nDQ
75,125,6,2,-Dz1MEmeOI6YEtJyFuydiA|xQcOuNG7KtwjoWKgIBoJ1g
110,61,105,2,xUvxCN6lRQ9jH1c9SUwRhQ|s-YfYglIa3MEnBEaCtcxQA
37,75,103,2,fbEFbvTV1D8wmM3kf3S8Kw|AArNIcmNfc3GPZtPw3rpUw
80,23,105,2,IyzLhlztwG9hZlV6Rb6Bpg|Ofu0i7AxwlpKbuRstwPshg
119,85,116,2,nAtJuaVtsug43VKB1hNKWg|bkYLkzoMB-FeK7v-A5KROg
69,4,17,2,QaFbv7aLQBcfT4xMF1_WnQ|xkYNvZlraS1JGleICGhE1w
69,100,17,2,06pNHtxgPhGhZpM0Z2uzNw|MJI-bNIn3QDgiGggm9Wp1w
56,84,124,2,-SS3ep20HKhuOhzDkkt9aA|crlk8kaurC4zrPUTt7BevQ
67,13,75,2,956T4nw0gCoORsLtes6rlg|qxo35x030xfjwjxJ4LGC6w
99,29,116,2,iAE5tMDs1XSudlEzG-Z3aA|bVaRZDHkWdsHuARGxxpREw
117,29,124,2,KdNQZQaMd4rKjNphqGHX6A|Q0NVfooo9liiTgElEOVA6g
99,58,17,2,Qki5LF9vIN7KPM3gn2WkJQ|3rzlcCvPUJ56jvYWl7iGvA
72,18,111,2,SZfiLIMdQ52TCTpDzJtkVw|XetEA84Dyi81-G_M4AeXnw
89,28,75,2,XAPF-ZfpBNldL0kyqN1asQ|2BEXt6tb-WMqRm7AAFBiCg
74,55,113,2,TvBxBjed-iX6_22SwEYEFQ|PilMA5jBSjfh2rlCLG50Cw
102,110,38,2,qBTyG8JYYE8DWur0eBTYcw|cMao-WjP-3-lUjK_HKulYw
45,66,116,2,ghIZBi-vTJofv_dG7Fjz0Q|uMsvzuxmaVDlmZNLs929aw
87,96,105,2,MRZDZxyNNdT1YdDZhceryQ|8ZfrmfDdeALbwAezMg9VZA
104,100,105,2,omnCKxL0f_akh0eYeJxjDg|MOowZBGbgn7FrTol3dvrlg
116,105,0,2,986ac-VtblTfZsRCX3st3A|vFFxjokz78Nf1Af7uEJlaA
95,60,75,2,4ejnTeRzv8z102DBIWjQLg|grBPIq_eJCT_SGuhvMrUZQ
18,110,51,2,pIpuOlU5vbguR0ROcQAdoA|EA4v61tJCHg8xhk7bqn8Yw
72,123,59,2,OwUhb6JD_uRdyNa-iPnMBA|7yU6h5VSNYKoj2dzoqa31A
113,42,8,2,TcUC-Al4SvzodaSKtERL8Q|-gKBcW-YzcKbqCD-oWJnFQ
89,85,105,2,dSdW9-svQrc_QqPS_45xPQ|86dKSi__iRNWckBkPi5F_g
96,27,17,2,hvynpnucDVWFpCPSruuaBQ|d35qSICZEJDIuGUIUIbkgw
33,51,81,2,Hj44PIrCtv61ETVclzLMwg|9RDKqyqXJcupSnA2vCIs_A
70,110,66,2,Hswiw3cVLOgszw-Yy3nMPw|mm6yIxh8_vA8t3HiftKS8g
127,110,42,2,IsgHAXu-m5P8iaFUW7VM2g|ysDjbu5WmQdYZ6nHz1HIlg
95,39,105,2,3xJ_6qxRA0sdUm3ThCPiCw|IoihJkcF2FcE-sHOneat-A
64,29,34,2,nYPzsOjvida-ne7swSPHpA|ERuy9x26QrzqVwP1oFSObQ
8,120,44,2,CInxeMDTgCcecSmUZ0SbHA|FZ1wnqfr_aUYRHwnBGu6VA
63,58,51,2,ERzIS-WRLw-80_B4yqcG3Q|9dp3hVDlQ0VtjPW_7ISoXg
111,58,72,2,V8ofu4WiJIvZsew-PJQTSQ|GctpGtQPijpg3uTjzOrafQ
76,110,75,2,tcnSW0GKmyAl66FkE6yVFg|ItOV0bsJ4ju6ei2bBK6SzQ
48,29,116,2,sXaIwcg_nV79tPMenha6hw|Pf_7rI6TnV8M_btOBBLg5w
4,18,103,2,FAabASyk_4p5UrUnUtyvpw|AYtlqzjrt9kpBO5YDOE2fQ
63,109,34,2,CkENBnSJFfPA1hY0qrqfCg|vi5xjfEhV6rnXrC_GbdhnA
124,125,35,2,Aj5qHm6VMjwz21HDFhSeoQ|NHmBnWp6DsNN8f96ohsbsQ
56,100,51,2,45D7B9CqiUTTPUFcqmLx5Q|RNzhLU8zy1L5dBkjRK4xEA
96,84,59,2,1lwulkAD5htni3rbHW8oeg|w8fA94jzTNiGAIZz87y9Cw
61,117,124,2,tKlefRKZVRbp3cBKHRF2mg|byhMPOujWJ32LsH9IJ5pXA
56,100,124,2,IRyKDIF51M0GcqS8yfPcYA|0CHIbqSkGWBr2KMkIUocEA
44,30,35,2,_swrAjNgk60HIGLVzHiqmA|P_QAD4_iMgqTaWd5On_n3g
101,18,105,2,XuHV-bNtFJOKrww0-OhZ8g|7YHfYiz3SqjDPSHTum1evA
27,1,23,2,QpgszBy9G1KqXt6QHwQEAQ|_RMb-HO3vInP6oa6jF8TLQ
72,71,33,2,uQSCNdPI0dC_sPsOh1U8NQ|OyFxR5E2HBy-K2-0AxCtFg
34,35,29,2,FbPzY01omRFOAmbiqzBsUg|HtWJVjBrlFFQ_9q0B-5RQQ
80,67,105,2,1pUKh_QrfDBx07wYlka3RA|VWlYUBVYn9Mcs8jQfsxY8w
6,48,75,2,aZDwYjoAuLMEPh1VNDYiiw|okKaZt47m3hhUi24KwBadQ
86,51,66,2,xChRp1Aqqxnk5H4t-TMW9g|0KVGjcMdQaDIglF1gKLnLg
104,30,51,2,wFES5bGDiPANW13hNHnXOQ|odpuyU1jGDhhQ54d3dG3sQ
70,57,22,2,AYSZCdB7oUiKMaOy0yud6g|vQqeN90Qg3zPHvDeSeD2og
65,104,124,2,rJ_Dsog6rNA00QvoSqy7MQ|ty5ctaJkxRDnenRgnKq2zg
118,106,82,2,LqY3NrBE0trSnDj87KAn3A|BZGHcvWyl9A3c8QEf4Y_kw
72,71,75,2,fnGZspqyamRremXor0sAyg|qJqTXdv2ukMDUYGb-oAG-w
63,100,75,2,ycbmvmBYk4w_ZmdrPL0tBQ|8MoqZqlNN9AXzG91_Hpc_Q
95,39,17,2,-Fka99c-tJ-epWYNIobqyQ|Rl42JbSMsmNW3LRjsTMYAg
121,4,81,2,zbrIMldF_O1ZQ0vpUaaa8A|EZc2myE2mYk2h9JK9qu8gw
1,58,35,2,A263bVzMdU_-TIMhewOrjQ|sdzD-6O7eKIYgF9WzOuasg
64,100,75,2,KC8_Rx4Orlsz8LIonCYXsA|wMZAnrfwV-qHiV5zdTSrzw
102,110,14,2,Pie2cFIWlfP6jR5PZsxn0w|WdOBXMEIUpeKlI9ykJIjHA
4,41,89,2,NT7VWQgJCsmeYwx8MlW-XQ|anZsJZYwXHD5gZkKjmtGwA
0,40,103,2,vTKvukNEAErW24Y6QxKDKw|MJUtzKFelmsnlm225BwnGw
86,67,51,2,AcDD9qFRHSjlsH9ZThFXsA|GvIW5KO1OmkEojgcF1MSCQ
72,102,75,2,sRopdCT6Hf0mwaAHJek7Fw|m8w-vLBNx_nOKgJrsJ5MUg
101,1,113,2,Zk_tKAMay086sf97j_l7mA|-xQbOR8mFaCmwOFy_JZ1Cg
80,6,113,2,qISHFz2ioPRyjHOB77xzvw|Wv55Vy9IujqQt3P1h4DEQg
58,120,51,2,Na0AbPf1GDkN33FllkOfDQ|grEJZ7iyhUbF8xuwmFRdAA
58,14,124,2,lOa1BVmTcbPpu05h3OPAQA|iLgoPRWEJRr1NMUxzBieug
104,39,82,2,Go-vuNoQ64pojSRJ580SJQ|AmAc0eD6lyVyb7QdOAO1Mg
104,39,116,2,l_slvEnh4v3W8BXF1gYlcQ|uZYBF0YTU_iKq4_L_PDtMQ
