p1,p2,p3,n_pois,business_ids
29,102,72,3,MG0IlmvAILSzRE4E1gk5hA|dvs-RLII_zdcxfjoqOFJzw|-nwNPb3G-0L95igrhkvMtw
8,83,55,3,CXHz70AOtES7qw5Mc83Nwg|TrAYBipzsRkKh1V5uhN9yQ|ArYSGnEvBoT0qeb02VQVhA
50,12,100,3,qNXAR7i6Tb3m0J0UBurj6g|Y-qMi8FQYC6-wq-4wBA54Q|JUruKsTe0fdPbQHCT8XTug
127,72,72,3,-3AooxIkg38UyUdlz5oXdw|qVitsouI4aBiYx1_Fjn0Pg|x2ly0NsSTMmMpljpdIZdYA
117,20,22,3,Vz1QSF4nurQv2-dok55jZg|1pUKh_QrfDBx07wYlka3RA|VWlYUBVYn9Mcs8jQfsxY8w
127,72,65,3,sxuv5uZU15UHGT_HB1xYxQ|c8BFvdscjkhieg0C_rx6vg|IZZ7J14VnJGyUqYH1tgT6w
21,110,57,3,brBFoDO4TnOhelZ5-KGZEg|pbwLErRLZFlRlSn95CrnTg|hJxWsWfGT54fKI7pmdn7CQ
18,83,7,3,qzgpbJxeNW_1q0L-H8Eggw|sBqGr6xrKgrEs6z2PtpRVA|2ZgUocEPJfjlw1VpAuu2rw
34,23,95,3,kEK6g5wWe5QX9d-5ofsHbA|BRwIWvGSetfDbVh_3p3juA|MFbUSWzVCt5l6nTHkU7Z9A
54,23,7,3,o35e8x6impZfp2_apKwKQA|MCTnEaQ18LABgdS1MiH_uA|7TJMrko-TXZg-qoQ3lh1yw
30,34,97,3,sct6pVdhIg7Fpc3zE7eA0A|6kmexpuivgntmonKoE66eQ|cRg8dJQLyrSymyli4WxNXg
107,79,107,3,cZ6sHHLv7VSmuFSxP6sQLg|3xJ_6qxRA0sdUm3ThCPiCw|EXYbKA1tocvOK_1tXxZXLA
46,30,55,3,ZeGBAsyE8qcJsnWtmGWeBQ|eoH4nxBTSu6kf-41pWDwJQ|3fH5YQKRJu55TFPnMhv1ZQ
69,109,105,3,a4Tp4Fx5IestpiMNVsSyHQ|RvkVcX2QXMv4E67j68r5OA|VWyHkQqZNj8wwO9XeLZj2A
64,67,95,3,-JvB2PUfqNRjJZRgRpvWGg|e31Rd2X0KYAS54ciEtsZyg|x9j8foV5RoVN_DLZOrVdhg
1,111,22,3,6aVjQZnkUETPbU-qwM9qAQ|GZMGxGnoLTAPBgxFHgzhFA|DKfFKVITUKjiBEy_L8PSUA
119,122,72,3,_W9lITxMHNInaS2Lv2XoUw|rh0NFfOWQ_eSTYHup9pAkQ|j_MFw1jIyDU_Nt-J4wKCHA
105,0,24,3,WQnjp_CEYTYKBBKJDME0bQ|B3itz3WAJAAzZCFx48NYTw|qZb4ltF4lJxmzCm7IK_E1w
29,72,95,3,zbrIMldF_O1ZQ0vpUaaa8A|4xBkP-W_WaOzBiP8yD7yvg|EZc2myE2mYk2h9JK9qu8gw
72,34,107,3,3VrqxApK-iwfRohlAuIt0g|gdEZfd6RFXYmmXX71RDvbA|YANEffRwcoMTLMfmeY1Y8A
15,20,84,3,grTJzPr8a4k7MPBI1lI-mA|zMeFNx-CRBBWr-5jESUm2Q|9xDOquEskrcoo_K-AkaQrg
9,80,72,3,3vVFJ93wUPYqdVQ5Cf5z6Q|xdJzojrrj7duItmglzMfcA|IztFTu4kdrh1xdrP46ycuA
19,84,43,3,rJvNMqniFNvr7KSqo4hEsQ|tvFXh_oAfNTP-ikGah1NFw|PJvCgnr28Eppcv05LmvKng
16,100,65,3,Tpr8CltepNzpRpQC2JM4pQ|SWP5Cck3Hd_g-KWfVkF_IQ|D5n8XvQqC_vzOCi63wNChQ
32,79,37,3,MmN1qpG224QxOeq72DpN2g|v4AMcIZ--hXZuJIg3luUgg|jssubXBNkiSJIhbKuDtmpQ
32,72,107,3,omnCKxL0f_akh0eYeJxjDg|lNECraPTMtUPDJPjmF0tVA|sz5SMsTOTAshdfsaK98-TA
68,124,38,3,iyrC0B8Gr8DcJURMJFOAKw|QqXYEFrBWDuqFfnKwYaBwA|CYrAi1ZTuF9Gkx5UBD9Xqw
20,60,7,3,TkusaEoOOHpZydDuTmo7og|X-FIZRVS5pPIbJq8KpTqbA|tOXSEWjZ9XjTkl1NU3uAcw
37,104,95,3,HL2NuAsbNZx9hgPEpDltbQ|E4KgML8dOLaS68jf8h2sLQ|nhIffYn3kMRlHeClz0az1g
32,15,72,3,FBqYnP7H3TMHYQvafuBTSA|icGg8xgDJVufg-xptMrDGw|q0DRuEAxE5i57xNSTrDP4Q
89,79,7,3,sc-MRSa8K0BTE5m3tmgrQw|JSrab1rTrhBq0X80o6fPrQ|zeAfmYy9b1gfUJLRBHm6vQ
81,15,72,3,EzhRlsTdACV60rOgrGYyqA|9uJuBPIQyrC0v9pVv3JKRQ|hVKH5oED9NgGaZeIiF547A
20,65,89,3,IY8S1myIvfpcg8d1QL87jg|Jal5QUGEYu7LChOT-8cbLQ|mi9mVfoz1n6VnREfqbc3EQ
104,106,86,3,ogPQRKOK9caDjw1ZgUulqg|ZUbrRbNsmXxlWtlW-TrfyA|xfI3dkIVkvKfbaTBmdVTiA
91,83,56,3,19Gx6T0v_GZW2je2J_mqOg|Kthnb7PjDSd7FsBp4wqoHA|kcL3D2xK9_1Uyj8zRZMyvQ
86,84,107,3,nJp-4Qb_eeXWnojBcM3hBQ|69O7BOmGCpfZ9tzQdLtnjw|xZlP6e7S2RdWu5eB-fuNKw
42,126,112,3,6FxMUTdTeCTJOrBKFDd-og|rkdF-Yrz_5ltFm-GxTk-Cw|eiXwHclgebIeThSeuIGk3w
37,23,95,3,fWbQiSAErNcznezzkfCdvg|LHs8ukeOPiyWtq-7UU-8MQ|pJX-5-OV9ExL3l1w6O18xw
126,23,77,3,N0tHzQ9RQ773B9YyEfQFzg|eQJAGYA3vNcppaD4CB6WFQ|CalX7-3wkprpS5dePcS9GQ
89,79,74,3,6smGb7xv5fDbBsLgW1WC2w|-kfHz1kimX62QEceFkkB_g|r8tU21scBflMxWiBESPtRQ
5,23,72,3,d6-qJAit1u9uIgujopt4tQ|wkfM7xoN-IuvQVlNQkQ66g|GW1giI0hKOH7yFKcYUrr2g
119,81,100,3,7j8rT3FZbXgL4k0DnXi2Mw|o5w6WfzeqpP8S_ewvy_pMA|5skL69RhjE0byYLjyqVG5w
122,81,72,3,qQmdJFMWoDe2T2lbacBE8g|1MSOoGQuDbj6C5euUoS-hA|BvGL0uHI5laa5hKIsnPbNQ
47,122,65,3,jW4a3W9-UkFxpglHvo_Kqg|tA1IXs5GeNAqnJgaD4ajZA|VfH9vj-kkAiAwvKYCKzQ0g
18,25,56,3,4z3WB3Lb5m5in4Eg4Dh-zw|p0e8qBy3KJSWnOP8Zk0U3g|la1UYQMEMNlxM4Pneku9zw
102,72,65,2,EaTbY8HFwwF7i3SjVbHGYw|FpNhzu3w0XgyedhOLDuK8g
29,72,100,2,H-1qpp_77KggOAr9htUrEw|NIQWO-Q_F598XlAvZnFVCA
6,70,90,2,KCU-pnUi_ct1eWFW1GsIbA|l8aavamn7G-dN4kzxJskNA
28,110,97,2,nvzO4e3walpF3e-Fj0Md6g|tnEj-BHYu4I3e8lr0TWlvw
39,38,95,2,ZPWJAgvdHREomrUJ8tIh2Q|WVjTQEKfor6t7QzaM6m9pQ
127,72,50,2,PPcz-0UtIJ8O7xDT551y2g|Y57sylYCgq2VQJuBCnjPfA
111,111,30,2,bxDk3YLoMOTdmmf_4AN_4g|XGGPXLaa_B2Qc79cq9YPlg
93,101,7,2,4eBoPWRT7t8Sot-dwl3N-Q|sYS52Y7WfjLg3Lo_GKDm6A
120,106,65,2,mfmG6_5QSfYPf6iaWsMY4Q|v0O7QnfU6yaO3RFu6pkM5g
35,30,124,2,29YqJwOGEuAWqlHZxMc1OA|0CHIbqSkGWBr2KMkIUocEA
107,14,107,2,-Fka99c-tJ-epWYNIobqyQ|G0rJD85hUDQ0Omz0rOFeOQ
54,81,122,2,018-A5TmyDbfCFTGvxJHpw|WQ1srlZUm2LCwM_X3fGhyg
35,79,65,2,fAiPD2OIEm9wtS7uJqzu5Q|B1yPXzIIJrLWyTcE4jsYuQ
127,54,95,2,3-dQbvti2EpSfs9jKcyIjQ|AmAc0eD6lyVyb7QdOAO1Mg
37,7,62,2,MEqJtVD49Aj0Tb-7roBZaA|mePprBwiBvyHLAFF8pMxOA
47,32,50,2,XleIcqVgh3iBeM4s-rdy6g|wO4IO1uTN65jkYdaBJCL8A
46,37,41,2,aY_n9RSaD2Yw09jSFFePew|HJ_rOClY2RPrdervYopKmQ
89,79,62,2,kZtl_NJjUnlIQgzFrBhXyQ|NynM3SwsOMFJryABCKuOlg
6,108,56,2,9D7dDnaZZglUOj75xFy-nw|u28l13rNzuNpyQAv3ypwLg
115,83,124,2,vi711dvB7MfvwXkoGXzbDA|lGwD6-xQXFtNqs6rjQBGIA
108,121,107,2,dEhVyrZvxw6H-Y1qGoMxkw|GctpGtQPijpg3uTjzOrafQ
42,110,40,2,Vr2_7HRJbY-IOezXTouSzg|dTG2iInvk30eE4WH-rd4NQ
103,30,100,2,T2otvNcawDSkhykOG2tOLA|sdzD-6O7eKIYgF9WzOuasg
36,111,104,2,BMR7ctppZpYoRnxR6CB9zg|fT52DlwybUYVcST4eIIW9g
32,54,72,2,ywXa1pDqHPe9tOPx0yJFUg|KSYONgGtrK0nKXfroB-bwg
81,72,72,2,vsrryxBR2Jykl71qa1H6SQ|2YnQAJdeFrcgPa8MqIYcDg
86,81,72,2,CgjtA5DXxQBqWSvcC8zl6Q|OevgFa-maNijC2anmt1_mQ
57,79,100,2,7IdIGemGZodDAA_9mJCigA|AQw0B8j9QV1RkFLLFiwkuw
40,25,100,2,URGUfDvDj32V6Ot3lQYK_g|WWw82ZW1YZ-URynk8Y3_jA
18,97,24,2,q8-HPf20m16_gTj6gx3p-Q|0xd25e1Xuqyo4Iourt-LAg
1,23,33,2,VGFX-c2UCC4ZRwztCE1nzA|p6fE-w8UbM3hvAbCMd4www
5,86,33,2,8cep0_812ftdvVZcU2hv1w|S3lmzX0wJcTYf9q1e7P_CQ
45,89,38,2,W5-2F8kftKARrEPLhQaZ8A|EBuSqlpzzyfZZkEgPxVV1Q
30,60,65,2,4g7eZD8PYvUEwROZeXxA-w|b4jMfuhbu6jfcUuLr8PDsw
37,20,100,2,xt1wRm1Ti-P6cF2rAY1_XA|7qv1d5tR4_EI7yT3lPns6A
23,110,71,2,nRvV00Vt4lpXZuEGj7qofw|fZkmKabQ1WjcBZeDyw3XVA
124,3,23,2,gtB_sluQsJdwbrnukIvsdw|yLbWh-qmQiCMaNTySMy30Q
104,74,72,2,7ZimAHv63eBSN3oel0OUdA|vesfiaa65tBK-FY2Im-8HQ
115,24,90,2,qOYSAbFQS5LQXH1No40H6A|Qy6PgrvD6iYOtkd56ldTXQ
16,74,11,2,ewFBNKZUvPOaMaeWwWfwyA|vzMtGOLUpStS9aBhsCcrMg
12,79,7,2,jZncFsMQdrq268OHq_Q6uw|hPzPpfSjgQkpWCD7YjcY-A
80,14,24,2,zn9Y2K3_3peB7qC0BEbJvg|WWpYK1-xmJzVcUyv_e_sVg
32,72,65,2,R93mEcQ1pjq7q3LzShi3ow|UA3HxLprLSOO9J6l1iR2Cg
67,94,22,2,Stx8fUjg_m0-CAcT2NJCNQ|W_TgYTkBkPhK7Qdx29j9GQ
26,83,122,2,fxHHCt622p--Zbqcmv9_MQ|FlmRcGv-PrBuRlnv20p_lw
41,125,102,2,h7felG8kSEuYpkYBhMwCmA|HA_Hks9YjRqz3Yk6JDAaIQ
76,57,5,2,DEegOHB-VnPXsptrCf3qMA|1pYZMmpdy2MviWBbagMwbA
9,23,24,2,SSDFdt8SkZswZWJ9urp8rA|ui8WHNtcg-zcrUwtR_3W8g
27,122,100,2,Js3m_GdqNUGnEgXJ8WMtfQ|i5C6RVgr03HSrgCl8oa1Fg
103,15,15,2,jshnKTsnoXLSez5XD1qo7Q|apdwYbDYSOgD89eEa8yDcw
28,126,60,2,ZRYJpwDcGut_SXWzc32I_Q|DFSnbKefGUTqOK8isgZeTQ
84,79,107,2,jR3sTUWCPuOCWpdm8Pn-wQ|k27OsQ3Bwpkr_cZkS2BO2A
104,111,24,2,azMFjlYACqGkTm6Vin3rwQ|_DfEDHqaf-b3vIL5Hb8_eQ
65,83,84,2,wlNz1dwKtbrMpqH-nlRkBA|JwYRZ9ZWdGhjeSA2oGgm6w
108,94,24,2,aYcodGJ_8-VcwWHydXGwzA|whfjh6HR5LwY4RpsXknTcg
38,83,55,2,_uAEKIr-7CIkaYWvG2U_NQ|mjNjCfgtLNIsDNLOnyVJFQ
24,65,100,2,HKpj4WhMCtcpkaMhBtpACQ|w0laHbHzpy5m8SBWbxAcXQ
57,92,100,2,nMn4CTJQPXqpgLltYQrxMA|pWDE_rueENu_f5HKA_AsWw
127,104,104,2,Ksz_jsyyK3Zjlq_Cz81ZBA|odpuyU1jGDhhQ54d3dG3sQ
69,4,72,2,PBXxrP47r1cFiUD9Tm7uPA|IpA_AqlvRfWL9IH-WRSLcw
37,104,104,2,0XtUH1HZ7g8ffwNtKG8szQ|2b-76BDHf_h07wU_i0Jklg
118,79,37,2,uLRQINpcDXof3b3QowTzfg|r926yelr_EJAKQCjdD6AWA
107,92,58,2,Slg6Ec2D7vEBRmgVUfwkzQ|noiUCN8A9Vdm9pUbWX6K-w
30,60,72,2,OwEuTps5Ge38B-B8Cik14g|dkknmgSHWyVaahT8u4ikZw
107,92,72,2,6HTGlttrzCMsuGBHO1ZGiw|6EPPtwJR1kdIfHiCjzCzuw
47,79,65,2,B3kpvT4oLJdQmU9lPnxdKA|HNACff49-kXS7l0MyLOzHw
51,67,7,2,KVNoXEIs-BLThEd2jh_Wtw|H9ReIRmWDXQ_i-CfNPCWYA
32,16,72,2,9xW7LsJpyhVZFRb6z9xorg|1hRWfuA-8THwYsDYgj-oIg
109,12,19,2,kFdR21vPWa26COwiO7kOSQ|d-8uNLbRCntAg1evqnU4sw
113,75,72,2,gb6g4-ew5AD_YNy8weQUQg|AnXojlgb5m5R28VDyYIqag
33,84,18,2,g4mMCXlK-P7tVpA4AYSdTg|--O3ip9NpXTKD4oBS1pY2A
47,32,85,2,6RBZfirnzE4NahJTn1UPNA|qnv_h-O1DzaHIL1sKrI-Yg
121,80,45,2,tAW-PKSPH2AFz2w2XQNosw|FxQV69T-JxphEvQuru4bhQ
106,84,24,2,_o3AtnA941ClNRa8Rx7c-A|X9eQxXnIAViTIlRtBRkqvQ
5,60,56,2,ty5ctaJkxRDnenRgnKq2zg|DViuFufL4PKhLVy9hVDTnQ
72,15,72,2,W8a_FYH-405MtR9_0U7sQQ|R_8S3Iuhpzoi3nM-xq3kcw
106,74,72,2,Ey4Mdfr_B4qqZWsV2Wc7fg|Aj5qHm6VMjwz21HDFhSeoQ
42,93,107,2,vTXNVK73GOvVb3js4w8SLg|pUeTnGsnVi-H8RJ6prFFgw
117,101,86,2,k8QDx5cHoihhyzna5jEXPw|bN_Kj3X1s3O2FVlm6cV_-A
45,100,38,2,QBuyT7RmnVj2AnS3NfxIBg|J52h9uXJgEKyIz0iq8S0Xw
25,124,113,2,PV41ULDKIWIidCpsUn8vBQ|AusVlhFvpPUtTtJ8CF5zbQ
19,25,55,2,vdc0S3707kLvAO7iAhbp2w|KZp36nBjhaHmN3_YxKb6bA
40,88,65,2,ZQa4feJ9ZlTti4hyp-bWKw|2Vg3EYsyjrXQJkT3YzNEXA
101,104,30,2,W0hAAfpPXz6xngWv-hNbeA|s5bYl0-Nlc7H95w0H4Yo-Q
18,25,52,2,DjhBDfbQ7tfMlu_FbHZsXg|qWDbGJ_wXpwio4orfUpQzQ
115,74,86,2,bf4eNKYiCgDDyc_rsWnwYA|F7_fW7cRIIAxoetrP4fN5Q
67,126,124,2,G8wRT1dpNhvPH7LsyS1XLw|DlCDhT-ovjV7hQywe0YirQ
21,20,115,2,h1dIK5GAF2umsAj_63fBcQ|hiACqS2wK4OL-add300V5Q
32,104,72,2,8r_n8JdKQ0gePm2neSkL7A|aOVpnuzdFEIp87NpGyNDkA
32,79,95,2,E1R-xslwl7XeTN5lQ7mWPg|U2hkeMI-q4cS35QolJYN0A
125,17,118,2,jzB7yCY5MX_7TOB-1nT6yA|315ZqS5dEvZbLZq_WpVIYA
4,12,104,2,YgkikUKkJcrTP9vB6-FEsA|bvZQLlR_TO42ogAkuE2Oog
21,126,105,2,tC7NTR33UP7QafxBcKxv-g|GqA3rUSGsj5p_YlcZDdQ-A
14,20,50,2,WByH2R8c3tnWDO_gdN5hPg|hJz7N31-u58sEXr5ejQj2g
81,54,78,2,YzcchXErwyb_8FL6bVPwEA|rBCjulqDR1IKgGE7TNSJ0g
32,102,50,2,Sa1G0j7YGs0mSa-mU4tvgg|ebJav941naDgngDP2EIRHw
66,83,30,2,pAaK7EHmzwxm55T_jHuPjQ|rhPB2yjB9cf3yJAGRmTKzQ
37,9,72,2,O52mdC91f3jGxMDuwrPWbQ|d3oWR40qS6CCTFXce3yQqw
95,86,11,2,nqPWDvSRm7llnymaSKxW5Q|YNPrZDl-OklxhnemnMd-Wg
122,81,100,2,lkLTSknBEvbLGwwc1lQRlQ|qaW-xH2tjfG0bUisSSdfAA
115,88,55,2,PRbGgG9So6TZaaKcQbybqg|Ofq0zzbneTISNOFD9ILJlA
30,65,33,2,wfnNbsSD9e9z7J0Az2ntrg|Ay6Xze_MucPQFEjBF3uEtg
42,17,112,2,yHaOK0vAr1IQLeWb2bfBgQ|tc5K4YpRRZyBHG8a05Kgbg
67,74,110,2,D_PdJRvtr_syv1DtLIoM0g|iOHOITTUtJu59j3oudB6xQ
102,92,65,2,XyYsl2OyoMi6OMvzsdcVoQ|MJI-bNIn3QDgiGggm9Wp1w
54,65,122,2,a0WNzbnwUOwBtpiR7eE_Dg|tSgkxCwFyhLPdHzJQa6KVQ
116,38,72,2,qnYAS5YrS5Xt5LkRMEj4EA|Xh0qPuyGJkb7zqmOJNI5pQ
102,79,85,2,ZJ1rSNQ49v3nbG5qWgwojw|bBA62rVklEG2WUnvi8RtrQ
4,81,105,2,Y9Z5B9R5QJH2sRfqtYzRiA|0wVz8BGSamXuxxtf_cTejQ
89,32,19,2,RDjtVGc0c04ZIR6em1hCbQ|y1ZPi7c6sSkWdE1p2vUo-Q
24,65,104,2,-QUKuwoGTJRg-mOfHpM1hA|ktzn-ITro3m396yRBecANA
70,70,73,2,ghIZBi-vTJofv_dG7Fjz0Q|uMsvzuxmaVDlmZNLs929aw
93,23,22,2,XAPF-ZfpBNldL0kyqN1asQ|2BEXt6tb-WMqRm7AAFBiCg
115,25,16,2,WhxxoXuBOKEUYxph08mscg|MuykpWIi4331zPEXEaX7AQ
41,14,100,2,Qki5LF9vIN7KPM3gn2WkJQ|VWL9UqAKfyvGeb0AlOTusA
41,79,37,2,iAE5tMDs1XSudlEzG-Z3aA|yghgUguk26YykduF52CDdg
57,34,100,2,AodOl1tvAKi6QHKCnyWwng|0RxU5OglQyPVtLKC1LPgsA
0,122,95,2,956T4nw0gCoORsLtes6rlg|qxo35x030xfjwjxJ4LGC6w
14,7,7,2,oVEupTrfP3bKFtbQiN5YjQ|MAikFvAmH-UwqGAu-2PStw
102,14,50,2,LdXB3D3gl3ckxZutLmen1g|QaFbv7aLQBcfT4xMF1_WnQ
118,102,37,2,2nF2syYoD5VBFk01le6NkA|cJjzBIPfMmps5NhNowKPpA
87,83,65,2,qSvYimjood0r8zjSaGhm6A|HxiMltwQlpBFsp0IYlh93A
51,4,72,2,1a0cHufo-bV7K-tTXr-Elg|4yZ33oIbpbDKKbrxw01gyA
58,81,115,2,XIxRVknkLox7_Z9ppmHepg|i22asj2c65z6KDR5ochvXQ
78,86,7,2,vt0Hqc2iDd2YrIc-k4rAAA|Gz4cz7ySbUBVqqBea4O2Wg
84,67,85,2,2OJqIloZMAZXCW3uzF8jJw|Ow29cE1wS-_LrfN7jEuDPA
62,53,55,2,i3pBufSYEgx3_nLxxRrtGg|Z-4Poedx5OaAXwwF3O0M4A
109,46,95,2,F2PecFeTI-I9FTWlQCjMGg|jX1kNhinDzathM9gLumIjA
101,60,95,2,Q7zOUnWQuNVnuCgC2q9HNg|ni3z9JfXecOGgdcpU6VWzA
9,83,30,2,P3cXIii05nXGTvwW0Zws6Q|Frk2xGKjxbaEKLc2vPCUNQ
26,25,122,2,ICCVQappBYFUMDmNASYpaA|p1O9fslzql9rL4ncJOZeNg
127,54,72,2,6EizP0XyqITuGZ8GZMI9Lw|0it-2gWk_gyuZyEMQzBBuQ
21,6,98,2,DBh30kBSyS9CQ2zRn6uUkA|4nkZOP6h93J1Af0GdodYgg
11,123,79,2,fbEFbvTV1D8wmM3kf3S8Kw|AArNIcmNfc3GPZtPw3rpUw
6,92,100,2,xUvxCN6lRQ9jH1c9SUwRhQ|s-YfYglIa3MEnBEaCtcxQA
27,54,124,2,NWwVZnCb8-Oh9QWWAb2T2Q|0t1pU_Ky3Jvgq5Ya_OC1pA
115,58,72,2,c4Ga5mqXZzzQOXYylbSMkA|rRiYtGfDsI3STA4USVGFTg
19,74,62,2,778HnbBHhNX7n041p2EAWw|8Uf0cIgD8m-YjQM3evsJqg
109,86,86,2,iLgoPRWEJRr1NMUxzBieug|cCbAiX9ucA2awIijfSN3cQ
33,83,72,2,VeIrgRMOK_0ZToziUd2kUA|F5EKUvabZsXWxFq2jbvT0g
119,81,65,2,MnTKfAJmcLYB1XA7L7uCsQ|QMJ0NWkqBdEcHW54IMCCFg
0,122,37,2,-iXHEMcqfMXvRjbKFh3IYA|ljbmEIJs2Ta1yGxt18YuhQ
65,3,17,2,Fy3DoPkjgY-qIcxQuztomg|5ISsvEUPUo0we9Zhb74oxA
35,54,124,2,u09K1WNeI801wdd0NsSLoQ|E6HHiJMCpTkjOsSly3kzeA
31,42,51,2,NCHUoBAMTDqI754PICPN9A|9Ekfby4OgzWs96RO8M4tnQ
124,83,100,2,UnAOJd8rxMvVJQ7vwEGcAQ|MZ84W6tVI7QDp5jA74SeLg
72,16,65,2,mAqgsZBTN-wsShMpkz2o9g|_6p_j0UL7ST3b2nvHw82eA
21,17,98,2,JKAvgmiefQrT0l3cu5OolA|TfVTT4FEvfLwqhnWG1mYow
37,84,33,2,TcUC-Al4SvzodaSKtERL8Q|-gKBcW-YzcKbqCD-oWJnFQ
90,51,24,2,OwUhb6JD_uRdyNa-iPnMBA|7yU6h5VSNYKoj2dzoqa31A
13,79,51,2,iOYjF9CY-X3KY5wS5opyfg|GpESl2dXOH8rxs0pAbIyAw
121,110,104,2,gdVwhiITrZOurtd2_sDr2A|UD1gm5ojyL1vYtHfJ74l7A
35,42,123,2,dDU-0EW4Asx-RnM-vULFQw|Swk_Fdv-gRY8zUT2ft18Kg
58,14,122,2,nY_f4krx2TbS7BgKiHKWAA|UapYEoW56wKcS_NVc_AGhA
27,32,65,2,4ejnTeRzv8z102DBIWjQLg|grBPIq_eJCT_SGuhvMrUZQ
79,17,104,2,986ac-VtblTfZsRCX3st3A|vFFxjokz78Nf1Af7uEJlaA
12,15,122,2,Gz3vi3dVKMylBb8HV1tP8Q|fHUAs1ec568wu-a_mRq7Rw
40,25,107,2,mjeQk5W5A_SqbCMkFR-z2g|XDe-D-EVzypTmpi57WoQaA
33,14,32,2,s77T7lMCxx7L6kNwNgtJGw|WU6bc33HR3sum-07FJkkbQ
20,60,65,2,WWoUVlbCdnNT_CQG3S0ZdQ|huanJ55zbuaZ9Yv7FiwtgA
2,38,32,2,wKHS2tE5VMGiL6VWPAXESA|FbUkX5SQqKKebj0GgT9kDQ
104,19,72,2,BTTzmfP6FlhXSF3-zTKYMw|9IKLJNnaxMQ7bdnCcQgRgg
4,23,65,2,sBjorfvlx5fHdb_W6fSZvg|3oO5g64Fs5mS0rUGxmwO2g
89,72,73,2,oTcezJoCe30NrwiNFsoLXQ|2l-spLLGUzRiZg8dF623Nw
101,20,62,2,nUzxdPn4e0vSqEnMrrh2vA|M3Lmmezv6ZL8oEjldnbbmQ
105,83,30,2,m1Z74PzxN8zFQlcfBI0qVg|q7q2Z1wXHHXXVf_QlLdlXA
81,79,95,2,k6Ptrc94R-Mk549pDEVTFA|iMTjejk6apJKzCukZnDw5A
12,32,56,2,er6TqaBx6m2xpKJhqD74FQ|11RNOheZvab_FDcLtsZUug
